"","RNA_Name","RNA_ID","RNA.Pvalue.Gain","RNA.Diff.Gain","RNA.Pvalue.Loss","RNA.Diff.Loss","RNA.Pvalue.GainvLoss","RNA.Diff.GainvLoss","Protein_ID","Protein.Pvalue.Gain","Protein.Diff.Gain","Protein.Pvalue.Loss","Protein.Diff.Loss","Protein.Pvalue.GainvLoss","Protein.Diff.GainvLoss"
"630","ASL","ASL..435.",0.000923394176595926,0.283226522770511,0.000992015311995886,-0.390312138781073,1.81800770561636e-07,0.673538661551584,"sp.P04424.ARLY_HUMAN",0.00660659971211246,0.296688187175371,0.000577452749739884,-0.47390288672465,7.05083730161684e-07,0.770591073900021
"631","ASNA1","ASNA1..439.",0.0735282111020415,0.255461450653254,5.70169922780421e-08,-0.316263556174574,0.000386170812925563,0.571725006827828,"sp.O43681.ASNA_HUMAN",0.0685479130583888,0.255264033155287,1.02627566759572e-06,-0.295273831204673,0.000414626880481652,0.55053786435996
"632","ASNS","ASNS..440.",0.195945861136061,0.208071164208016,0.563831114450501,-0.129485618376147,0.158295773859472,0.337556782584163,"sp.P08243.ASNS_HUMAN",0.143328750839402,0.169758494770134,0.00488831204030393,-0.358406824721449,0.000187552906839371,0.528165319491583
"633","ASNSD1","ASNSD1..54529.",0.000561437957849052,0.299345530124439,0.00488077891607768,-0.231499852471349,1.97069789318759e-06,0.530845382595788,"tr.L0R819.L0R819_HUMAN",0.445916139024383,-0.0853916545661411,0.0556087936193002,-0.178044232549931,0.484888312007896,0.0926525779837903
"634","ASPH","ASPH..444.",0.00677419902953033,0.541464117643876,0.392483491457231,-0.263845783107135,0.0159536356094568,0.805309900751011,"sp.Q12797.ASPH_HUMAN",0.0593543870666497,0.240184140244605,0.637312343234612,-0.0823318435502113,0.0885879343817469,0.322515983794816
"635","ASPM","ASPM..259266.",0.000480996348490114,0.315827181899712,0.381367085078769,-0.0936090729639414,0.00112400048486505,0.409436254863653,"sp.Q8IZT6.ASPM_HUMAN",0.533134340269592,0.0505353872472801,0.983408639743507,0.00270723118670253,0.72747512788479,0.0478281560605775
"636","ASPSCR1","ASPSCR1..79058.",0.0428941149116098,0.214896488981909,0.0261468941645192,-0.216526092884492,0.000920911484268483,0.431422581866401,"sp.Q9BZE9.ASPC1_HUMAN",0.00547386185096012,0.280174567225983,0.602498637971101,-0.0521312542309233,0.00975460854832632,0.332305821456907
"637","ASRGL1","ASRGL1..80150.",0.175643204444177,-0.318259474620197,0.017683639274057,-0.464116983587442,0.578113163847052,0.145857508967246,"sp.Q7L266.ASGL1_HUMAN",0.140070528669903,-0.33776089993333,0.0101731851788435,-0.447665438285556,0.652716877591589,0.109904538352226
"638","ASS1","ASS1..445.",0.22326538052238,0.548470961172044,0.896236276399529,-0.0452067081153151,0.241069169021116,0.593677669287359,"sp.P00966.ASSY_HUMAN",0.443582302795506,0.19416938640692,0.941332709475532,-0.0141648054927162,0.466595169476032,0.208334191899637
"639","ASXL1","ASXL1..171023.",6.57116587125319e-06,0.327142349119156,0.766000894861054,0.0554397351675435,0.158815313227334,0.271702613951613,"sp.Q8IXJ9.ASXL1_HUMAN",0.222576479860069,0.105626041113792,0.511340453999086,-0.104389144796135,0.207188097819573,0.210015185909927
"640","ASXL2","ASXL2..55252.",0.00286732895962398,0.26650016033136,0.210008076728596,-0.100145491355121,0.000831146720322046,0.366645651686481,"sp.Q76L83.ASXL2_HUMAN",0.00455867831476359,0.204557482669839,0.567055344380989,0.0426024666726005,0.0821862594595779,0.161955015997238
"641","ASXL3","ASXL3..80816.",0.0709384101652292,0.585649635237511,0.0186364391925196,-0.118081496768966,0.0323033016523347,0.703731132006477,"sp.Q9C0F0.ASXL3_HUMAN",0.871684827101641,0.038127013053824,0.719780423078844,0.0307278140597582,0.974674976092257,0.00739919899406574
"642","ATAD1","ATAD1..84896.",0.000864677180884076,0.388308264481777,1.06753595213437e-05,-0.441790814553145,7.28440037219602e-09,0.830099079034922,"sp.Q8NBU5.ATAD1_HUMAN",0.350439957989197,0.140318856268704,0.000576586475563154,-0.25097116703192,0.0147694458896218,0.391290023300625
"643","ATAD2","ATAD2..29028.",0.00107381452144768,0.319027343097328,0.0482098021906452,-0.232883803467084,3.84327419009713e-05,0.551911146564413,"sp.Q6PL18.ATAD2_HUMAN",0.0335812012698861,0.204470548343263,0.779428859749167,-0.0410273279050815,0.111052727409789,0.245497876248344
"644","ATAD2B","ATAD2B..54454.",0.140379160347658,0.13361813047323,0.000464853923763473,-0.328001696722851,0.000121030402202703,0.461619827196081,"sp.Q9ULI0.2.ATD2B_HUMAN",0.439848237403976,0.0880325068850531,0.452958940262738,-0.085127611303437,0.242214303178539,0.17316011818849
"645","ATAD3A","ATAD3A..55210.",0.053035947979459,0.27814812790628,0.00544523050390389,-0.219964316138666,0.001640483689637,0.498112444044946,"tr.H0Y2W2.H0Y2W2_HUMAN",0.125318365627221,0.137588039311462,0.203956734280854,-0.0896321700288853,0.0316048215117299,0.227220209340348
"646","ATAD3B","ATAD3B..83858.",0.192446611958552,0.220321541406952,0.00575353252631487,-0.336685702614358,0.00501547312880613,0.55700724402131,"sp.Q5T9A4.ATD3B_HUMAN",0.202669917401534,0.133111467128147,0.00330866233157252,-0.213650036616822,0.00404954679513916,0.34676150374497
"647","ATAD3C","ATAD3C..219293.",0.454453198879014,-0.108714340251863,0.416368532210138,0.109254451386703,0.220513907942494,-0.217968791638565,"sp.Q5T2N8.ATD3C_HUMAN",0.301927046039276,0.101222590702531,0.6531032126189,-0.0307822728309286,0.222705083394777,0.13200486353346
"648","ATAD5","ATAD5..79915.",0.519507871605398,0.0600600948671071,0.00276185186632555,-0.312488275960296,0.00353091256207169,0.372548370827404,"sp.Q96QE3.ATAD5_HUMAN",0.614429538189989,-0.0647446444340466,0.236687806886505,-0.129072489991071,0.672963348697245,0.0643278455570245
"649","ATAT1","ATAT1..79969.",0.0305523699756102,0.293296155103211,4.29780274774944e-05,-0.421291020218465,7.28289072122016e-06,0.714587175321677,"sp.Q5SQI0.ATAT_HUMAN",0.0126051981220923,0.404285771744118,0.0780466757373223,-0.218845215449879,0.000976456891635391,0.623130987193997
"650","ATE1","ATE1..11101.",0.401793008840381,0.111114139557525,1.20070227639237e-09,-0.40946879418903,0.000630852789272929,0.520582933746555,"sp.O95260.ATE1_HUMAN",0.408474188434686,0.126121813397712,0.00241334649174022,-0.232726923247135,0.0296224463336934,0.358848736644847
"651","ATF1","ATF1..466.",0.0575265169661411,0.159911716405765,0.000469306064607596,-0.244524291930016,8.93774931600876e-05,0.404436008335781,"sp.P18846.ATF1_HUMAN",0.00532237314821705,0.354463939569983,0.0716545722913378,-0.226933646587201,0.000399234811558333,0.581397586157184
"652","ATF2","ATF2..1386.",4.41709405895231e-06,0.391296902880933,8.06991441356191e-05,-0.331789147433637,1.2646299172117e-10,0.72308605031457,"sp.P15336.ATF2_HUMAN",0.255428665130528,0.11101746844891,0.0371216440079087,-0.179269148592868,0.0119310878920767,0.290286617041779
"653","ATF3","ATF3..467.",0.537947984085288,0.109584563755198,0.61900044936393,-0.109982372840391,0.369948509278039,0.219566936595589,"sp.P18847.ATF3_HUMAN",0.361990592265484,0.168468955499126,0.390298151347778,-0.16593165658297,0.158741450935822,0.334400612082096
"654","ATF4","ATF4..468.",0.172747729775717,0.162476551362703,2.39733596374961e-09,-0.397403968088568,6.36573109818003e-05,0.559880519451271,"sp.P18848.ATF4_HUMAN",0.470733311891634,0.231908178109295,0.184730130733229,-0.238444492357849,0.161019004363139,0.470352670467144
"655","ATF6","ATF6..22926.",0.0353024870997566,0.137576144970599,0.0128872136052507,-0.216517752712251,0.000288009326643868,0.35409389768285,"sp.P18850.ATF6A_HUMAN",0.512880274246859,0.0508734843670251,0.231352422422394,-0.152316556736835,0.132157245417188,0.20319004110386
"656","ATF6B","ATF6B..1388.",0.00066187609314932,0.353759555781821,0.0012179623523382,-0.295676729233583,6.17470578944599e-07,0.649436285015404,"sp.Q99941.ATF6B_HUMAN",0.112002975730105,0.194191054984745,0.126663889864257,-0.187783226745391,0.0183308901999124,0.381974281730136
"657","ATF7","ATF7..11016.",0.647427241399062,0.0423483693052518,0.00248671635734774,-0.2132999060074,0.0193826488134923,0.255648275312652,"sp.P17544.6.ATF7_HUMAN",0.0127928995135977,0.281538777228638,0.00424071389467437,-0.279109519378259,5.78058661155816e-05,0.560648296606897
"658","ATF7IP","ATF7IP..55729.",0.000620869873726511,0.315129343345234,0.0309973670280187,-0.178375151655314,6.23219541890553e-06,0.493504495000548,"sp.Q6VMQ6.MCAF1_HUMAN",0.00424171527479688,0.261817503128059,0.032233832438888,-0.199136558760363,6.52456016286809e-05,0.460954061888422
"659","ATG101","ATG101..60673.",0.79787306966883,0.0247265018071428,0.0791913384976816,-0.142912561115855,0.153195743324359,0.167639062922998,"sp.Q9BSB4.ATGA1_HUMAN",0.511673820477611,0.0597973429520093,0.793203874030165,0.020583469071931,0.723645283388167,0.0392138738800782
"660","ATG12","ATG12..9140.",2.31246201792274e-05,0.590119451577665,8.3384908061528e-07,-0.380538650826868,1.06475550978881e-09,0.970658102404532,"sp.O94817.ATG12_HUMAN",0.0245858222202863,0.398572679295925,0.281567716301222,-0.118549675201013,0.00534751495785568,0.517122354496938
"661","ATG13","ATG13..9776.",4.99267623018437e-06,0.412517582097544,0.0757632696756564,-0.14471066162784,4.43913975581013e-07,0.557228243725383,"sp.O75143.2.ATG13_HUMAN",0.554886191123498,-0.0813807067836153,0.022127726886511,-0.183970471374221,0.492255349858947,0.102589764590606
"662","ATG14","ATG14..22863.",7.43801649596258e-05,0.321117151084656,1.04495194681944e-07,-0.351589519140959,4.97344707156979e-12,0.672706670225615,"sp.Q6ZNE5.BAKOR_HUMAN",0.283889045147272,0.0976640939776249,0.725290815349551,-0.0264242523210994,0.195952478910254,0.124088346298724
"663","ATG16L1","ATG16L1..55054.",0.00121603177601846,0.383083263504085,0.0673651314246649,-0.168026121958176,7.41206377050823e-05,0.551109385462262,"sp.Q676U5.A16L1_HUMAN",0.0167095204076566,0.178768314657407,0.0980061155235754,-0.12236976355399,0.00136888917620671,0.301138078211397
"664","ATG2A","ATG2A..23130.",0.0179086874180874,0.193576138869088,0.383504681208118,-0.0541258912438858,0.00775063341777375,0.247702030112974,"sp.Q2TAZ0.3.ATG2A_HUMAN",0.0656627808018329,0.14820243778256,0.472089507842709,-0.0550454210257636,0.030763677338131,0.203247858808324
"665","ATG2B","ATG2B..55102.",0.0359671365431359,0.224952066159098,6.47543137819744e-07,-0.392458085281733,1.07218307227241e-06,0.617410151440831,"sp.Q96BY7.ATG2B_HUMAN",0.0834439021860194,0.153728556007716,0.0249295022975135,-0.149815758348677,0.00258988530605426,0.303544314356393
"666","ATG3","ATG3..64422.",0.0119355448580741,0.191799103286698,0.00298657341266017,-0.298672951593919,4.72424625861591e-05,0.490472054880617,"sp.Q9NT62.ATG3_HUMAN",0.778602679329939,-0.0327727697903378,0.0311203265397585,-0.288205825044561,0.113426659894587,0.255433055254224
"667","ATG4B","ATG4B..23192.",0.176940589743146,0.138191107892948,0.00486334293893586,-0.209217244987323,0.00396232150418176,0.34740835288027,"sp.Q9Y4P1.2.ATG4B_HUMAN",0.601767315860693,0.062887536285243,0.192005469304751,-0.136914935429269,0.172556151638362,0.199802471714512
"668","ATG4C","ATG4C..84938.",0.00195194384425812,0.284688225810227,3.92045578864026e-08,-0.381090373105882,3.59858676844274e-09,0.665778598916109,"sp.Q96DT6.ATG4C_HUMAN",0.733268787322577,0.0404931811470552,0.00161578148036349,-0.239042329044403,0.0332203799475238,0.279535510191458
"669","ATG5","ATG5..9474.",0.0171124845751215,0.274534920440493,4.0783500398376e-07,-0.320439369395302,1.06536167318861e-05,0.594974289835795,"sp.Q9H1Y0.ATG5_HUMAN",0.797872850775996,0.0315007542818034,2.5050058644447e-05,-0.259839330329504,0.02628133642028,0.291340084611307
"670","ATG7","ATG7..10533.",0.00543972004277049,0.455429310334191,2.13886265527368e-05,-0.318399008856509,3.81443620898172e-05,0.7738283191907,"sp.O95352.ATG7_HUMAN",0.0647144779498717,0.311393416924203,2.0529417196551e-05,-0.339968198958847,0.000591234500718583,0.65136161588305
"671","ATG9A","ATG9A..79065.",0.00472944205068745,0.321224213152017,0.324730820250901,-0.0858922081738491,0.0022351472937274,0.407116421325866,"sp.Q7Z3C6.ATG9A_HUMAN",0.0387866302903609,0.250778829734131,0.530329256943683,-0.0485369001065169,0.0251706375479739,0.299315729840648
"672","ATG9B","ATG9B..285973.",0.866775638960524,0.0231120758184491,0.479393126969804,-0.142316388976931,0.427791614365412,0.16542846479538,"sp.Q674R7.ATG9B_HUMAN",0.446822021924612,-0.0954389565423511,0.0361851495681027,-0.353710967742232,0.120314442848114,0.258272011199881
"673","ATIC","ATIC..471.",0.00161070022656715,0.314522312665762,0.000178335064338996,-0.30114724737804,5.05048814119567e-07,0.615669560043802,"sp.P31939.PUR9_HUMAN",0.034031735598857,0.265139679461283,5.12430079349802e-05,-0.379297518664075,1.77831113592216e-05,0.644437198125359
"674","ATL1","ATL1..51062.",0.24068371748782,0.212640441795915,0.971908297684603,-0.00456816798667425,0.280434208427643,0.217208609782589,"sp.Q8WXF7.ATLA1_HUMAN",0.222177873586045,0.22113304800455,0.831560397192821,0.0312285587998898,0.35812213486377,0.18990448920466
"675","ATL2","ATL2..64225.",2.57734452772181e-05,0.285877089713725,0.0727821467529294,-0.168994355154595,3.55184173453396e-05,0.45487144486832,"sp.Q8NHH9.ATLA2_HUMAN",0.000688682270327979,0.275701828421031,0.57996616194819,-0.0476784253721958,0.00310005493241821,0.323380253793227
"676","ATL3","ATL3..25923.",0.386259454115292,0.132221328557764,0.9151332956741,0.0105669177071972,0.449528097376672,0.121654410850566,"sp.Q6DD88.ATLA3_HUMAN",0.246336259090808,0.159792324873062,0.713474735431337,0.0369771689643805,0.416946857464394,0.122815155908682
"677","ATM","ATM..472.",0.085800352051686,0.204107122099725,1.14857649908608e-05,-0.533699232184652,1.72938787771325e-06,0.737806354284377,"sp.Q13315.ATM_HUMAN",0.0107345038843181,0.254518779443745,0.00233651644374041,-0.306484595987468,5.50798463227008e-06,0.561003375431214
"678","ATN1","ATN1..1822.",0.00346227722530428,0.346792426021446,0.000184531731052249,-0.39710798851443,2.02023732897162e-07,0.743900414535876,"sp.P54259.ATN1_HUMAN",0.00585392275622396,0.266252607334161,0.0107905384850682,-0.196267686445685,3.43524823551105e-05,0.462520293779846
"679","ATOX1","ATOX1..475.",0.0004482119871241,0.682770093329086,0.266590494970254,-0.151129689223176,0.00015867744233303,0.833899782552263,"sp.O00244.ATOX1_HUMAN",0.0160748327857555,0.463885229202493,0.279542916288577,-0.16610481744115,0.00500946794002225,0.629990046643643
"680","ATP11A","ATP11A..23250.",1.09974594388785e-05,0.742553191993246,0.0540070497585252,-0.279829079924398,1.05490178231823e-08,1.02238227191764,"tr.E9PEJ6.E9PEJ6_HUMAN",0.0203095490436719,0.401432796875058,0.123057683892264,-0.149735933536035,0.00166128667118154,0.551168730411093
"681","ATP11B","ATP11B..23200.",0.000228880947869549,0.301520560049609,0.0347545168609262,-0.332742929441708,0.000167703372147003,0.634263489491317,"sp.Q9Y2G3.AT11B_HUMAN",0.0324462038761268,0.156947063077722,0.673193888875841,0.0374129134585709,0.241547331907997,0.119534149619151
"682","ATP12A","ATP12A..479.",0.0343639767043001,-0.0617909120762728,0.0542646096490612,-0.0416908290912218,0.436240569456179,-0.020100082985051,"sp.P54707.2.AT12A_HUMAN",0.399530969954348,0.109568771897771,0.740319984963422,0.0252658687810814,0.506731497170158,0.0843029031166894
"683","ATP13A1","ATP13A1..57130.",0.000422059222677951,0.506873484617063,2.97273674634418e-11,-0.446767328738765,5.26795788849474e-08,0.953640813355828,"sp.Q9HD20.AT131_HUMAN",0.583745322341915,0.0991396086897514,1.34420265974152e-05,-0.293507938754895,0.0384527577878766,0.392647547444646
"684","ATP13A2","ATP13A2..23400.",0.0053509757614483,0.431988494559988,0.888499542345648,-0.0137048640598207,0.00734756944324595,0.445693358619809,"sp.Q9NQ11.AT132_HUMAN",0.0039733921515363,0.481523571451009,0.835315971384128,-0.0225876949126548,0.00437066232558092,0.504111266363664
"685","ATP13A3","ATP13A3..79572.",0.00016625696485051,0.341787940339472,0.0497357289933701,-0.238615415773469,5.31955370678227e-05,0.580403356112941,"sp.Q9H7F0.AT133_HUMAN",0.00720809166556852,0.227211658438234,0.816615625503488,-0.0217843916288048,0.0249162869292461,0.248996050067039
"686","ATP1A1","ATP1A1..476.",0.228630139234562,0.233222679134583,0.500399360761317,0.0790665519782987,0.460182723424602,0.154156127156284,"sp.P05023.AT1A1_HUMAN",0.30911705044247,-0.156986546062319,0.339121192404708,0.0825778231121091,0.144860433884478,-0.239564369174428
"687","ATP1A3","ATP1A3..478.",0.841507778636616,0.0464505881145401,0.4666967718693,-0.132422478923587,0.476996676258767,0.178873067038128,"sp.P13637.3.AT1A3_HUMAN",0.735000082863925,-0.0337025038343777,0.692876520170862,0.0327090594700407,0.550266242664818,-0.0664115633044185
"688","ATP1A4","ATP1A4..480.",0.920373399295701,-0.00577988718606746,0.185773769288578,-0.0533666919541109,0.381154817612444,0.0475868047680434,"sp.Q13733.AT1A4_HUMAN",0.655621465362688,-0.0407385683399332,0.389332388651125,0.0867494054084477,0.28234312754872,-0.127487973748381
"689","ATP1B1","ATP1B1..481.",0.997549964541977,0.00074208731813119,0.404310197038584,-0.235225776772326,0.462640509048732,0.235967864090457,"sp.P05026.AT1B1_HUMAN",0.310044124702683,-0.17307672646393,0.566189033195819,-0.119025492958601,0.817553460294373,-0.0540512335053288
"690","ATP1B3","ATP1B3..483.",3.4246657949518e-06,0.405097631216734,0.0246429570368865,-0.282023930014342,2.80875076064432e-06,0.687121561231075,"sp.P54709.AT1B3_HUMAN",1.49151921687425e-05,0.408000086232439,0.0573982132448186,-0.209501151979503,4.36513040832616e-06,0.617501238211941
"691","ATP2A1","ATP2A1..487.",0.0150885996248322,0.49064162807591,7.24574496678013e-06,-0.378986973776053,7.12468115408211e-05,0.869628601851963,"sp.O14983.AT2A1_HUMAN",0.199572573636012,0.794408052564851,0.98491597364154,0.00526907033109558,0.217951984055119,0.789138982233755
"692","ATP2A2","ATP2A2..488.",0.0957772054266283,0.196583137610371,0.272691522570805,-0.116264674596054,0.0377946743510038,0.312847812206424,"sp.P16615.AT2A2_HUMAN",0.0350923806354639,0.220051591317385,0.266703384128836,-0.0863963183435751,0.00978173900024349,0.30644790966096
"693","ATP2A3","ATP2A3..489.",0.844875771293797,0.0704031451776093,0.0644380011585945,0.438371250270883,0.330805344444849,-0.367968105093274,"sp.Q93084.2.AT2A3_HUMAN",0.045613795946409,0.545145522973083,0.010288539101169,0.438267868046674,0.701488726401475,0.10687765492641
"694","ATP2B1","ATP2B1..490.",0.376637097339259,0.152443103674593,0.045133821397371,-0.325733871807145,0.0324009894749996,0.478176975481738,"sp.P20020.AT2B1_HUMAN",0.216299253259422,0.148044069245842,0.90912772961183,0.0115753805396753,0.34027171200309,0.136468688706166
"695","ATP2B4","ATP2B4..493.",0.140121903553218,0.256170108202099,0.345892546108938,0.201623116714749,0.821501478263273,0.0545469914873502,"sp.P23634.AT2B4_HUMAN",0.157998910533289,0.200069357886802,0.404981284101307,0.144584598887912,0.779425103572869,0.0554847589988906
"696","ATP2C1","ATP2C1..27032.",1.49528750533691e-08,0.437114941257651,0.0547847886674503,-0.213843841547207,6.99880889888451e-07,0.650958782804858,"sp.P98194.7.AT2C1_HUMAN",7.60333826448375e-05,0.334527431453964,0.802609244747909,0.0292852349290918,0.0213577042854002,0.305242196524872
"697","ATP2C2","ATP2C2..9914.",0.235743999453312,0.435723946763905,0.422154968306042,-0.155146133442695,0.12411965556956,0.5908700802066,"sp.O75185.AT2C2_HUMAN",0.741595150670244,0.12968257372597,0.102985196200835,-0.377078664727844,0.228217428623171,0.506761238453814
"698","ATP5S","ATP5S..27109.",0.0199488456596227,0.238612277004277,8.90141289401473e-06,-0.331543572527137,1.74097570663919e-06,0.570155849531413,"sp.Q99766.ATP5S_HUMAN",0.00415084112238541,0.362411947655483,0.0209016659298852,-0.216724505421349,8.77543878407305e-05,0.579136453076832
"699","ATP6V0A1","ATP6V0A1..535.",0.287808970223614,0.148991572040718,0.0124683685089233,-0.381564189262626,0.00467214061515258,0.530555761303344,"sp.Q93050.3.VPP1_HUMAN",0.792125449633081,0.0265262874340277,7.66098275874296e-05,-0.443536810737785,0.000416405499670615,0.470063098171812
"700","ATP6V0A2","ATP6V0A2..23545.",0.12957777392115,-0.194986539231078,0.591962410804541,-0.0503564192363166,0.330872232584971,-0.144630119994761,"sp.Q9Y487.VPP2_HUMAN",0.975356584195291,-0.00293264977294698,0.552342540252017,0.045059153366064,0.660091730618841,-0.047991803139011
"701","ATP6V0C","ATP6V0C..527.",0.00109663493664934,0.341194243075206,0.000137810258282111,-0.270692951114773,4.01371796711687e-07,0.611887194189979,"sp.P27449.VATL_HUMAN",0.345092533131701,0.120142272670991,0.00070545469019678,-0.222052003988189,0.0108638721344699,0.342194276659179
"702","ATP6V0D1","ATP6V0D1..9114.",0.000312183799833135,0.491095334075608,9.9820057480409e-05,-0.322730582321073,1.99219837143475e-07,0.813825916396681,"sp.P61421.VA0D1_HUMAN",0.316239239216126,-0.0834747938839279,0.686774628500576,-0.0327578758242823,0.601338679096305,-0.0507169180596456
"703","ATP6V1A","ATP6V1A..523.",0.00405251201397876,0.256967261072557,0.00769793031133703,-0.25911039116325,2.95332642136862e-05,0.516077652235807,"sp.P38606.VATA_HUMAN",0.702872814173326,0.0247808666175397,0.243943800526121,-0.0935829272562098,0.190701242483292,0.11836379387375
"704","ATP6V1B1","ATP6V1B1..525.",0.147146321657236,0.309222965046562,0.863525808927297,-0.038493363918404,0.224643188761463,0.347716328964966,"sp.P15313.VATB1_HUMAN",0.351543534000614,-0.0891813748769146,0.385711507186919,-0.0815575816001865,0.950890004024401,-0.0076237932767281
"705","ATP6V1B2","ATP6V1B2..526.",0.000626261125785769,0.619660905886316,2.5887203966617e-15,-0.726271677355176,4.6225456157176e-10,1.34593258324149,"sp.P21281.VATB2_HUMAN",0.0269622323849109,0.241260475786047,2.11628832334949e-08,-0.338891869024036,1.61106860022584e-06,0.580152344810082
"706","ATP6V1C1","ATP6V1C1..528.",4.89340210427163e-07,0.388968398521102,0.0448232357475153,-0.277808701290387,1.27600016202195e-05,0.666777099811489,"sp.P21283.VATC1_HUMAN",0.377375323909284,0.0612346739198548,0.00391416207505302,-0.280232633434014,0.00122996767887771,0.341467307353868
"707","ATP6V1C2","ATP6V1C2..245973.",0.350276315837193,-0.0947200413181282,0.00277632623570432,-0.29075107260643,0.0990400652773928,0.196031031288302,"sp.Q8NEY4.VATC2_HUMAN",0.999702457970151,-4.44615702716727e-05,0.429991913062757,-0.0893978254116058,0.527018515871116,0.0893533638413342
"708","ATP6V1D","ATP6V1D..51382.",0.00141155084717711,0.358882753328644,0.748151234955659,-0.0291546527848752,0.00249209098922992,0.388037406113519,"sp.Q9Y5K8.VATD_HUMAN",0.96861069490079,0.00397967846255749,0.0550165710288995,0.163649750143614,0.17026336180286,-0.159670071681057
"709","ATP6V1E1","ATP6V1E1..529.",0.0193595186910356,0.475366839120261,0.000816704482444335,-0.257260121123281,0.000835770531493633,0.732626960243542,"sp.P36543.VATE1_HUMAN",0.275622791024481,0.172924787099371,0.00332662130611186,-0.160944637595689,0.0431210896736303,0.33386942469506
"710","ATP6V1F","ATP6V1F..9296.",9.82612335002606e-14,0.545385708769024,5.90063250431198e-06,-0.552212107650701,3.22757995478662e-14,1.09759781641973,"sp.Q16864.2.VATF_HUMAN",0.0116650792910007,0.160053559329863,0.281317167231014,-0.0787940168289905,0.00431592992324461,0.238847576158853
"711","ATP6V1G1","ATP6V1G1..9550.",0.00407793832642293,0.233745612524685,4.44431925412452e-05,-0.310079963609552,8.40265965344867e-08,0.543825576134237,"sp.O75348.VATG1_HUMAN",0.208533351108844,-0.142395506644959,0.47963342843586,-0.0627697790682597,0.529867349481165,-0.079625727576699
"712","ATP6V1G2","ATP6V1G2..534.",0.920481804098014,-0.0118219963610731,7.20686527627446e-05,-0.375957226335383,0.00421398772810318,0.364135229974309,"sp.O95670.VATG2_HUMAN",0.858555083639686,-0.0866991268693298,0.173444898210898,-0.678793693148799,0.35615010288751,0.592094566279469
"713","ATP6V1H","ATP6V1H..51606.",1.36343057882216e-05,0.340938410362709,0.000358201933129821,-0.368627784793093,4.75297613760097e-09,0.709566195155801,"sp.Q9UI12.VATH_HUMAN",0.41915468871967,-0.0581869950346103,0.00727599777409668,-0.286620201369224,0.0450902885210018,0.228433206334614
"714","ATP7B","ATP7B..540.",0.363714739644479,0.221866463331388,0.0201484267010319,-0.261139619478987,0.0498104264440581,0.483006082810375,"sp.P35670.ATP7B_HUMAN",0.475411716780873,0.151103716416984,0.036837279338401,-0.303102394299926,0.0353772716619354,0.454206110716909
"715","ATP8B1","ATP8B1..5205.",0.641277495518058,0.244723060569578,2.6077072724823e-05,0.76112849062553,0.321127970431869,-0.516405430055952,"sp.O43520.AT8B1_HUMAN",0.425123900207483,0.340728950949451,0.00693596063415164,0.357720238296186,0.967512138815576,-0.0169912873467342
"716","ATP9A","ATP9A..10079.",3.34103350723873e-05,0.679855599002133,0.456483893327498,0.313098517148025,0.38562692838128,0.366757081854109,"sp.O75110.ATP9A_HUMAN",8.69521513549655e-05,0.377605070161747,0.47317681591175,0.106772143124922,0.0777367880676256,0.270832927036825
"717","ATP9B","ATP9B..374868.",0.0397824432159695,0.498968655916348,0.000511408775352618,-0.359121653669539,0.0011688364437016,0.858090309585888,"sp.O43861.ATP9B_HUMAN",0.149292074868524,0.343313746443296,0.705645698352888,0.0282408109194806,0.181242355970855,0.315072935523816
"718","ATPAF1","ATPAF1..64756.",0.0057344843546579,0.285693629905629,0.0774763113267505,-0.156359954472499,0.000334464270145902,0.442053584378128,"sp.Q5TC12.ATPF1_HUMAN",0.0455045273359229,0.282602635716374,0.597998072771768,0.0417154771166801,0.10148611830982,0.240887158599694
"719","ATPAF2","ATPAF2..91647.",0.0721305111082898,0.195051450545638,1.66332716337179e-10,-0.441007318459985,6.58357033153308e-07,0.636058769005623,"sp.Q8N5M1.ATPF2_HUMAN",0.180770697811512,0.13866098533868,0.000848356715638183,-0.227876191635387,0.00133119632442982,0.366537176974067
"720","ATR","ATR..545.",7.73949670977245e-05,0.265811808237342,7.43314803459043e-06,-0.3701371017496,2.27196846556697e-10,0.635948909986941,"sp.Q13535.ATR_HUMAN",0.00291234265917455,0.199512216731328,0.0656592739249228,-0.17511290857078,0.000573353319137717,0.374625125302108
"721","ATRAID","ATRAID..51374.",2.33993676789307e-09,0.398404146829298,0.0201021690628205,-0.228853586671758,7.0008754576717e-08,0.627257733501057,"sp.Q6UW56.3.ARAID_HUMAN",0.000461655713114841,0.360970810016305,0.579143088062723,-0.07118344239994,0.00397255391953433,0.432154252416245
"722","ATRIP","ATRIP..84126.",0.0797763388613455,0.245638674953277,3.75457255627795e-17,-0.495744097632988,2.82322920135409e-05,0.741382772586265,"sp.Q8WXE1.ATRIP_HUMAN",0.691013297469055,0.0597177465465327,0.860368191479812,-0.00925337238603628,0.64977308719784,0.068971118932569
"723","ATRN","ATRN..8455.",1.03457966933687e-10,0.652974127951811,5.88363949204213e-05,-0.398061075103759,3.75895980760984e-18,1.05103520305557,"sp.O75882.ATRN_HUMAN",5.98422892099411e-07,0.435756786271859,0.00571226399759148,-0.234153364204077,2.98690054248558e-11,0.669910150475935
