"","Gene_ID","Gene_Name","AmplificationRatio"
"1","DDX11L1..100287102.","DDX11L1",0.027027027027027
"2","WASH7P..653635.","WASH7P",0.027027027027027
"3","FAM138A..645520.","FAM138A",0.0216216216216216
"4","OR4F5..79501.","OR4F5",0.0216216216216216
"5","LOC729737..729737.","LOC729737",0.0216216216216216
"6","LOC102725121..102725121.","LOC102725121",0.0135135135135135
"7","LOC101928626..101928626.","LOC101928626",0.00810810810810811
"8","LOC100133331..100133331.","LOC100133331",0
"9","LOC100288069..100288069.","LOC100288069",0
"10","FAM87B..400728.","FAM87B",0
"11","LINC00115..79854.","LINC00115",0
"12","LINC01128..643837.","LINC01128",0
"13","FAM41C..284593.","FAM41C",0
"14","LOC100130417..100130417.","LOC100130417",0
"15","SAMD11..148398.","SAMD11",0
"16","NOC2L..26155.","NOC2L",0
"17","KLHL17..339451.","KLHL17",0
"18","PLEKHN1..84069.","PLEKHN1",0
"19","PERM1..84808.","PERM1",0
"20","HES4..57801.","HES4",0
"21","ISG15..9636.","ISG15",0
"22","AGRN..375790.","AGRN",0
"23","LOC100288175..100288175.","LOC100288175",0.0027027027027027
"24","RNF223..401934.","RNF223",0.0027027027027027
"25","C1orf159..54991.","C1orf159",0.0027027027027027
"26","LINC01342..254099.","LINC01342",0.0027027027027027
"27","MIR200B..406984.","MIR200B",0.0027027027027027
"28","MIR200A..406983.","MIR200A",0.0027027027027027
"29","MIR429..554210.","MIR429",0.0027027027027027
"30","TTLL10..254173.","TTLL10",0.0027027027027027
"31","TNFRSF18..8784.","TNFRSF18",0.0027027027027027
"32","TNFRSF4..7293.","TNFRSF4",0.0027027027027027
"33","SDF4..51150.","SDF4",0.0027027027027027
"34","B3GALT6..126792.","B3GALT6",0.0027027027027027
"35","C1QTNF12..388581.","C1QTNF12",0.0027027027027027
"36","UBE2J2..118424.","UBE2J2",0.0027027027027027
"37","SCNN1D..6339.","SCNN1D",0.0027027027027027
"38","ACAP3..116983.","ACAP3",0.0027027027027027
"39","MIR6726..102465434.","MIR6726",0.0027027027027027
"40","SNORD167..109623456.","SNORD167",0.0027027027027027
"41","PUSL1..126789.","PUSL1",0.0027027027027027
"42","INTS11..54973.","INTS11",0.0027027027027027
"43","MIR6727..102465435.","MIR6727",0.0027027027027027
"44","CPTP..80772.","CPTP",0.0027027027027027
"45","TAS1R3..83756.","TAS1R3",0.0027027027027027
"46","DVL1..1855.","DVL1",0.0027027027027027
"47","MIR6808..102466740.","MIR6808",0.0027027027027027
"48","MXRA8..54587.","MXRA8",0
"49","AURKAIP1..54998.","AURKAIP1",0
"50","CCNL2..81669.","CCNL2",0
"51","LOC148413..148413.","LOC148413",0
"52","MRPL20..55052.","MRPL20",0
"53","ANKRD65..441869.","ANKRD65",0
"54","TMEM88B..643965.","TMEM88B",0
"55","LINC01770..102724312.","LINC01770",0
"56","VWA1..64856.","VWA1",0
"57","ATAD3C..219293.","ATAD3C",0
"58","ATAD3B..83858.","ATAD3B",0
"59","ATAD3A..55210.","ATAD3A",0
"60","TMEM240..339453.","TMEM240",0
"61","SSU72..29101.","SSU72",0
"62","FNDC10..643988.","FNDC10",0
"63","LOC105378586..105378586.","LOC105378586",0
"64","MIB2..142678.","MIB2",0
"65","MMP23B..8510.","MMP23B",0
"66","MMP23A..8511.","MMP23A",0.00540540540540541
"67","CDK11B..984.","CDK11B",0
"68","SLC35E2B..728661.","SLC35E2B",0.027027027027027
"69","CDK11A..728642.","CDK11A",0
"70","SLC35E2A..9906.","SLC35E2A",0
"71","NADK..65220.","NADK",0
"72","GNB1..2782.","GNB1",0
"73","CALML6..163688.","CALML6",0
"74","TMEM52..339456.","TMEM52",0
"75","CFAP74..85452.","CFAP74",0
"76","GABRD..2563.","GABRD",0
"77","LOC105378591..105378591.","LOC105378591",0
"78","PRKCZ..5590.","PRKCZ",0
"79","PRKCZ.AS1..100506504.","PRKCZ",0
"80","FAAP20..199990.","FAAP20",0
"81","SKI..6497.","SKI",0
"82","MORN1..79906.","MORN1",0
"83","LOC100129534..100129534.","LOC100129534",0
"84","RER1..11079.","RER1",0
"85","PEX10..5192.","PEX10",0
"86","PLCH2..9651.","PLCH2",0
"87","PANK4..55229.","PANK4",0
"88","HES5..388585.","HES5",0
"89","TNFRSF14.AS1..115110.","TNFRSF14",0
"90","TNFRSF14..8764.","TNFRSF14",0
"91","LOC100996583..100996583.","LOC100996583",0
"92","FAM213B..127281.","FAM213B",0
"93","MMEL1..79258.","MMEL1",0
"94","TTC34..100287898.","TTC34",0
"95","ACTRT2..140625.","ACTRT2",0
"96","LINC00982..440556.","LINC00982",0
"97","PRDM16..63976.","PRDM16",0
"98","MIR4251..100422968.","MIR4251",0
"99","ARHGEF16..27237.","ARHGEF16",0
"100","MEGF6..1953.","MEGF6",0
"101","MIR551A..693135.","MIR551A",0
"102","TPRG1L..127262.","TPRG1L",0
"103","WRAP73..49856.","WRAP73",0
"104","TP73..7161.","TP73",0
"105","TP73.AS1..57212.","TP73",0
"106","CCDC27..148870.","CCDC27",0
"107","SMIM1..388588.","SMIM1",0
"108","LRRC47..57470.","LRRC47",0
"109","CEP104..9731.","CEP104",0
"110","DFFB..1677.","DFFB",0
"111","C1orf174..339448.","C1orf174",0
"112","LINC01134..100133612.","LINC01134",0
"113","LINC01346..728716.","LINC01346",0
"114","LINC01345..105376672.","LINC01345",0
"115","LINC01777..284661.","LINC01777",0
"116","LINC01646..105376679.","LINC01646",0
"117","AJAP1..55966.","AJAP1",0
"118","MIR4689..100616421.","MIR4689",0
"119","NPHP4..261734.","NPHP4",0
"120","KCNAB2..8514.","KCNAB2",0
"121","CHD5..26038.","CHD5",0
"122","RPL22..6146.","RPL22",0
"123","LOC102724450..102724450.","LOC102724450",0
"124","RNF207..388591.","RNF207",0
"125","ICMT..23463.","ICMT",0
"126","LINC00337..148645.","LINC00337",0
"127","HES3..390992.","HES3",0
"128","GPR153..387509.","GPR153",0
"129","ACOT7..11332.","ACOT7",0.0027027027027027
"130","HES2..54626.","HES2",0.0027027027027027
"131","ESPN..83715.","ESPN",0.0027027027027027
"132","MIR4252..100422975.","MIR4252",0.0027027027027027
"133","TNFRSF25..8718.","TNFRSF25",0.0027027027027027
"134","PLEKHG5..57449.","PLEKHG5",0.0027027027027027
"135","NOL9..79707.","NOL9",0.0027027027027027
"136","TAS1R1..80835.","TAS1R1",0.0027027027027027
"137","ZBTB48..3104.","ZBTB48",0.0027027027027027
"138","KLHL21..9903.","KLHL21",0.0027027027027027
"139","PHF13..148479.","PHF13",0.0027027027027027
"140","THAP3..90326.","THAP3",0.0027027027027027
"141","DNAJC11..55735.","DNAJC11",0.0027027027027027
"142","LINC01672..100505887.","LINC01672",0.0027027027027027
"143","CAMTA1.DT..110841581.","CAMTA1",0.0027027027027027
"144","CAMTA1..23261.","CAMTA1",0
"145","LOC102725193..102725193.","LOC102725193",0
"146","VAMP3..9341.","VAMP3",0
"147","PER3..8863.","PER3",0
"148","UTS2..10911.","UTS2",0
"149","TNFRSF9..3604.","TNFRSF9",0
"150","PARK7..11315.","PARK7",0
"151","ERRFI1..54206.","ERRFI1",0
"152","LINC01714..102724539.","LINC01714",0
"153","SLC45A1..50651.","SLC45A1",0
"154","RERE..473.","RERE",0
"155","LOC102724552..102724552.","LOC102724552",0
"156","SNORD128..106632271.","SNORD128",0
"157","ENO1..2023.","ENO1",0.0027027027027027
"158","MIR6728..102465436.","MIR6728",0.0027027027027027
"159","ENO1.AS1..100505975.","ENO1",0.0027027027027027
"160","CA6..765.","CA6",0.0027027027027027
"161","SLC2A7..155184.","SLC2A7",0.0027027027027027
"162","SLC2A5..6518.","SLC2A5",0.0027027027027027
"163","GPR157..80045.","GPR157",0.0027027027027027
"164","MIR34AHG..106614088.","MIR34AHG",0.0027027027027027
"165","MIR34A..407040.","MIR34A",0.0027027027027027
"166","LINC01759..102724571.","LINC01759",0.0027027027027027
"167","H6PD..9563.","H6PD",0.0027027027027027
"168","SPSB1..80176.","SPSB1",0.0027027027027027
"169","LOC100506022..100506022.","LOC100506022",0.0027027027027027
"170","SLC25A33..84275.","SLC25A33",0.0027027027027027
"171","TMEM201..199953.","TMEM201",0.0027027027027027
"172","PIK3CD..5293.","PIK3CD",0.0027027027027027
"173","PIK3CD.AS1..644997.","PIK3CD",0.0027027027027027
"174","PIK3CD.AS2..101929074.","PIK3CD",0.0027027027027027
"175","CLSTN1..22883.","CLSTN1",0.0027027027027027
"176","CTNNBIP1..56998.","CTNNBIP1",0.0027027027027027
"177","LZIC..84328.","LZIC",0.0027027027027027
"178","NMNAT1..64802.","NMNAT1",0.0027027027027027
"179","MIR5697..100847055.","MIR5697",0.0027027027027027
"180","RBP7..116362.","RBP7",0.0027027027027027
"181","UBE4B..10277.","UBE4B",0.0027027027027027
"182","KIF1B..23095.","KIF1B",0.0027027027027027
"183","PGD..5226.","PGD",0.0027027027027027
"184","CENPS..378708.","CENPS",0.0027027027027027
"185","CENPS.CORT..100526739.","CENPS",0.0027027027027027
"186","CORT..1325.","CORT",0.0027027027027027
"187","DFFA..1676.","DFFA",0.0027027027027027
"188","PEX14..5195.","PEX14",0.0027027027027027
"189","CASZ1..54897.","CASZ1",0.0027027027027027
"190","C1orf127..148345.","C1orf127",0.0027027027027027
"191","TARDBP..23435.","TARDBP",0.0027027027027027
"192","MASP2..10747.","MASP2",0.0027027027027027
"193","SRM..6723.","SRM",0.0027027027027027
"194","EXOSC10..5394.","EXOSC10",0.0027027027027027
"195","LOC105376736..105376736.","LOC105376736",0.0027027027027027
"196","MTOR..2475.","MTOR",0.0027027027027027
"197","MTOR.AS1..100873935.","MTOR",0.0027027027027027
"198","ANGPTL7..10218.","ANGPTL7",0.0027027027027027
"199","UBIAD1..29914.","UBIAD1",0.0027027027027027
"200","DISP3..57540.","DISP3",0
"201","LINC01647..101929181.","LINC01647",0
"202","FBXO2..26232.","FBXO2",0
"203","FBXO44..93611.","FBXO44",0
"204","FBXO6..26270.","FBXO6",0
"205","MAD2L2..10459.","MAD2L2",0
"206","DRAXIN..374946.","DRAXIN",0
"207","AGTRAP..57085.","AGTRAP",0
"208","C1orf167..284498.","C1orf167",0
"209","LOC102724659..102724659.","LOC102724659",0
"210","MTHFR..4524.","MTHFR",0
"211","CLCN6..1185.","CLCN6",0
"212","NPPA.AS1..100379251.","NPPA",0
"213","NPPA..4878.","NPPA",0
"214","NPPB..4879.","NPPB",0
"215","RNU5E.1..26829.","RNU5E",0
"216","KIAA2013..90231.","KIAA2013",0
"217","PLOD1..5351.","PLOD1",0
"218","MFN2..9927.","MFN2",0
"219","MIIP..60672.","MIIP",0
"220","MIR6729..102466982.","MIR6729",0
"221","TNFRSF8..943.","TNFRSF8",0
"222","MIR7846..102465836.","MIR7846",0
"223","TNFRSF1B..7133.","TNFRSF1B",0
"224","MIR4632..100616438.","MIR4632",0
"225","VPS13D..55187.","VPS13D",0
"226","DHRS3..9249.","DHRS3",0
"227","MIR6730..102466722.","MIR6730",0
"228","AADACL4..343066.","AADACL4",0
"229","AADACL3..126767.","AADACL3",0
"230","C1orf158..93190.","C1orf158",0
"231","PRAMEF12..390999.","PRAMEF12",0
"232","PRAMEF1..65121.","PRAMEF1",0
"233","LINC01784..105376745.","LINC01784",0
"234","PRAMEF11..440560.","PRAMEF11",0
"235","HNRNPCL1..343069.","HNRNPCL1",0
"236","PRAMEF2..65122.","PRAMEF2",0
"237","PRAMEF4..400735.","PRAMEF4",0
"238","PRAMEF10..343071.","PRAMEF10",0
"239","PRAMEF7..441871.","PRAMEF7",0
"240","PRAMEF6..440561.","PRAMEF6",0.0027027027027027
"241","HNRNPCL2..440563.","HNRNPCL2",0
"242","PRAMEF9..343070.","PRAMEF9",0
"243","PRAMEF13..400736.","PRAMEF13",0
"244","PRAMEF18..391003.","PRAMEF18",0
"245","PRAMEF22..653606.","PRAMEF22",0
"246","PRAMEF5..343068.","PRAMEF5",0
"247","PRAMEF8..391002.","PRAMEF8",0
"248","PRAMEF33..645382.","PRAMEF33",0
"249","PRAMEF15..653619.","PRAMEF15",0
"250","PRAMEF14..729528.","PRAMEF14",0
"251","PRAMEF19..645414.","PRAMEF19",0
"252","PRAMEF17..391004.","PRAMEF17",0
"253","PRAMEF20..645425.","PRAMEF20",0
"254","LRRC38..126755.","LRRC38",0
"255","PDPN..10630.","PDPN",0
"256","PRDM2..7799.","PRDM2",0
"257","KAZN.AS1..105376762.","KAZN",0
"258","KAZN..23254.","KAZN",0.0027027027027027
"259","TMEM51.AS1..200197.","TMEM51",0.00540540540540541
"260","TMEM51..55092.","TMEM51",0.00540540540540541
"261","C1orf195..727684.","C1orf195",0.00540540540540541
"262","FHAD1..114827.","FHAD1",0.00540540540540541
"263","LOC101927417..101927417.","LOC101927417",0.00540540540540541
"264","EFHD2..79180.","EFHD2",0.0027027027027027
"265","CTRC..11330.","CTRC",0.0027027027027027
"266","CELA2A..63036.","CELA2A",0.0027027027027027
"267","CELA2B..51032.","CELA2B",0.0027027027027027
"268","CASP9..842.","CASP9",0.0027027027027027
"269","DNAJC16..23341.","DNAJC16",0.0027027027027027
"270","SCARNA21B..107397391.","SCARNA21B",0.0027027027027027
"271","AGMAT..79814.","AGMAT",0.0027027027027027
"272","DDI2..84301.","DDI2",0.0027027027027027
"273","RSC1A1..6248.","RSC1A1",0.0027027027027027
"274","PLEKHM2..23207.","PLEKHM2",0.0027027027027027
"275","SLC25A34..284723.","SLC25A34",0.0027027027027027
"276","SLC25A34.AS1..110806303.","SLC25A34",0.0027027027027027
"277","TMEM82..388595.","TMEM82",0.0027027027027027
"278","FBLIM1..54751.","FBLIM1",0.0027027027027027
"279","UQCRHL..440567.","UQCRHL",0.0027027027027027
"280","FLJ37453..729614.","FLJ37453",0.0027027027027027
"281","SPEN..23013.","SPEN",0.0027027027027027
"282","ZBTB17..7709.","ZBTB17",0.0027027027027027
"283","SRARP..149563.","SRARP",0.0027027027027027
"284","HSPB7..27129.","HSPB7",0.0027027027027027
"285","CLCNKA..1187.","CLCNKA",0.0027027027027027
"286","CLCNKB..1188.","CLCNKB",0.0027027027027027
"287","FAM131C..348487.","FAM131C",0.0027027027027027
"288","EPHA2..1969.","EPHA2",0
"289","ARHGEF19..128272.","ARHGEF19",0
"290","CPLANE2..79363.","CPLANE2",0
"291","FBXO42..54455.","FBXO42",0
"292","SZRD1..26099.","SZRD1",0
"293","SPATA21..374955.","SPATA21",0
"294","NECAP2..55707.","NECAP2",0
"295","LINC01772..107984921.","LINC01772",0.00810810810810811
"296","CROCCP3..114819.","CROCCP3",0.00810810810810811
"297","LINC01783..100132147.","LINC01783",0.0108108108108108
"298","NBPF1..55672.","NBPF1",0.0351351351351351
"299","CROCCP2..84809.","CROCCP2",0.0297297297297297
"300","MST1P2..11209.","MST1P2",0.0297297297297297
"301","ESPNP..284729.","ESPNP",0.27027027027027
"302","MST1L..11223.","MST1L",0.00540540540540541
"303","LOC105376805..105376805.","LOC105376805",0.291891891891892
"304","CROCC..9696.","CROCC",0.132432432432432
"305","MFAP2..4237.","MFAP2",0
"306","ATP13A2..23400.","ATP13A2",0
"307","SDHB..6390.","SDHB",0
"308","PADI2..11240.","PADI2",0
"309","LOC400743..400743.","LOC400743",0
"310","PADI1..29943.","PADI1",0
"311","PADI3..51702.","PADI3",0
"312","MIR3972..100616188.","MIR3972",0
"313","PADI4..23569.","PADI4",0
"314","PADI6..353238.","PADI6",0
"315","RCC2..55920.","RCC2",0
"316","ARHGEF10L..55160.","ARHGEF10L",0
"317","ACTL8..81569.","ACTL8",0
"318","LINC01654..101927876.","LINC01654",0
"319","IGSF21..84966.","IGSF21",0
"320","KLHDC7A..127707.","KLHDC7A",0
"321","PAX7..5081.","PAX7",0
"322","TAS1R2..80834.","TAS1R2",0
"323","ALDH4A1..8659.","ALDH4A1",0
"324","MIR4695..100616120.","MIR4695",0
"325","MIR1290..100302276.","MIR1290",0
"326","IFFO2..126917.","IFFO2",0
"327","UBR4..23352.","UBR4",0
"328","LOC101927895..101927895.","LOC101927895",0
"329","EMC1..23065.","EMC1",0
"330","MRTO4..51154.","MRTO4",0
"331","AKR7L..246181.","AKR7L",0
"332","AKR7A3..22977.","AKR7A3",0
"333","LOC100506730..100506730.","LOC100506730",0
"334","AKR7A2..8574.","AKR7A2",0
"335","PQLC2..54896.","PQLC2",0
"336","CAPZB..832.","CAPZB",0
"337","LOC105378614..105378614.","LOC105378614",0
"338","MINOS1..440574.","MINOS1",0
"339","MINOS1.NBL1..100532736.","MINOS1",0
"340","RPS14P3..644068.","RPS14P3",0
"341","NBL1..4681.","NBL1",0
"342","HTR6..3362.","HTR6",0
"343","TMCO4..255104.","TMCO4",0
"344","RNF186..54546.","RNF186",0
"345","OTUD3..23252.","OTUD3",0
"346","PLA2G2E..30814.","PLA2G2E",0
"347","PLA2G2A..5320.","PLA2G2A",0
"348","PLA2G5..5322.","PLA2G5",0
"349","PLA2G2D..26279.","PLA2G2D",0
"350","PLA2G2F..64600.","PLA2G2F",0
"351","PLA2G2C..391013.","PLA2G2C",0
"352","UBXN10.AS1..101928017.","UBXN10",0
"353","UBXN10..127733.","UBXN10",0
"354","LINC01757..105376827.","LINC01757",0
"355","VWA5B1..127731.","VWA5B1",0
"356","LINC01141..339505.","LINC01141",0
"357","CAMK2N1..55450.","CAMK2N1",0
"358","MUL1..79594.","MUL1",0
"359","FAM43B..163933.","FAM43B",0
"360","CDA..978.","CDA",0
"361","PINK1..65018.","PINK1",0
"362","MIR6084..102464833.","MIR6084",0
"363","PINK1.AS..100861548.","PINK1",0
"364","DDOST..1650.","DDOST",0
"365","KIF17..57576.","KIF17",0
"366","SH2D5..400745.","SH2D5",0
"367","HP1BP3..50809.","HP1BP3",0
"368","EIF4G3..8672.","EIF4G3",0
"369","MIR1256..100302155.","MIR1256",0
"370","ECE1..1889.","ECE1",0
"371","LOC100506801..100506801.","LOC100506801",0
"372","NBPF3..84224.","NBPF3",0
"373","ALPL..249.","ALPL",0
"374","RAP1GAP..5909.","RAP1GAP",0
"375","USP48..84196.","USP48",0
"376","LDLRAD2..401944.","LDLRAD2",0
"377","HSPG2..3339.","HSPG2",0
"378","CELA3B..23436.","CELA3B",0
"379","CELA3A..10136.","CELA3A",0
"380","LINC01635..101928043.","LINC01635",0
"381","LINC00339..29092.","LINC00339",0
"382","CDC42..998.","CDC42",0
"383","WNT4..54361.","WNT4",0
"384","MIR4418..100616433.","MIR4418",0
"385","ZBTB40..9923.","ZBTB40",0
"386","EPHA8..2046.","EPHA8",0
"387","MIR6127..102466615.","MIR6127",0
"388","C1QA..712.","C1QA",0
"389","C1QC..714.","C1QC",0
"390","C1QB..713.","C1QB",0
"391","EPHB2..2048.","EPHB2",0
"392","MIR4684..100616391.","MIR4684",0
"393","MIR4253..100422914.","MIR4253",0
"394","LACTBL1..646262.","LACTBL1",0
"395","TEX46..729059.","TEX46",0
"396","KDM1A..23028.","KDM1A",0
"397","MIR3115..100422866.","MIR3115",0
"398","LUZP1..7798.","LUZP1",0
"399","HTR1D..3352.","HTR1D",0
"400","LINC01355..100996511.","LINC01355",0
"401","HNRNPR..10236.","HNRNPR",0
"402","ZNF436..80818.","ZNF436",0
"403","ZNF436.AS1..148898.","ZNF436",0
"404","TCEA3..6920.","TCEA3",0
"405","ASAP3..55616.","ASAP3",0
"406","E2F2..1870.","E2F2",0
"407","LOC101928163..101928163.","LOC101928163",0
"408","ID3..3399.","ID3",0
"409","MDS2..259283.","MDS2",0
"410","RPL11..6135.","RPL11",0
"411","ELOA..6924.","ELOA",0
"412","ELOA.AS1..100506963.","ELOA",0
"413","PITHD1..57095.","PITHD1",0
"414","LYPLA2..11313.","LYPLA2",0
"415","GALE..2582.","GALE",0
"416","HMGCL..3155.","HMGCL",0
"417","FUCA1..2517.","FUCA1",0
"418","CNR2..1269.","CNR2",0
"419","MIR378F..100616492.","MIR378F",0
"420","PNRC2..55629.","PNRC2",0
"421","SRSF10..10772.","SRSF10",0
"422","MYOM3..127294.","MYOM3",0
"423","IL22RA1..58985.","IL22RA1",0
"424","IFNLR1..163702.","IFNLR1",0
"425","LOC284632..284632.","LOC284632",0
"426","GRHL3..57822.","GRHL3",0
"427","STPG1..90529.","STPG1",0
"428","NIPAL3..57185.","NIPAL3",0
"429","RCAN3AS..100750325.","RCAN3AS",0
"430","RCAN3..11123.","RCAN3",0
"431","LOC100506985..100506985.","LOC100506985",0
"432","NCMAP..400746.","NCMAP",0
"433","SRRM1..10250.","SRRM1",0
"434","CLIC4..25932.","CLIC4",0
"435","RUNX3..864.","RUNX3",0
"436","MIR6731..102465437.","MIR6731",0
"437","MIR4425..100616365.","MIR4425",0
"438","SYF2..25949.","SYF2",0
"439","RSRP1..57035.","RSRP1",0
"440","RHD..6007.","RHD",0
"441","TMEM50A..23585.","TMEM50A",0
"442","RHCE..6006.","RHCE",0
"443","MACO1..55219.","MACO1",0
"444","LDLRAP1..26119.","LDLRAP1",0
"445","MAN1C1..57134.","MAN1C1",0
"446","SELENON..57190.","SELENON",0
"447","MTFR1L..56181.","MTFR1L",0
"448","LOC646471..646471.","LOC646471",0
"449","AUNIP..79000.","AUNIP",0
"450","PAQR7..164091.","PAQR7",0
"451","STMN1..3925.","STMN1",0
"452","MIR3917..100500808.","MIR3917",0
"453","PAFAH2..5051.","PAFAH2",0
"454","EXTL1..2134.","EXTL1",0
"455","SLC30A2..7780.","SLC30A2",0
"456","TRIM63..84676.","TRIM63",0
"457","PDIK1L..149420.","PDIK1L",0
"458","FAM110D..79927.","FAM110D",0
"459","ZNF593..51042.","ZNF593",0
"460","CNKSR1..10256.","CNKSR1",0
"461","CATSPER4..378807.","CATSPER4",0
"462","LOC101928303..101928303.","LOC101928303",0
"463","CEP85..64793.","CEP85",0
"464","SH3BGRL3..83442.","SH3BGRL3",0
"465","UBXN11..91544.","UBXN11",0
"466","CD52..1043.","CD52",0
"467","CRYBG2..55057.","CRYBG2",0
"468","ZNF683..257101.","ZNF683",0
"469","LIN28A..79727.","LIN28A",0
"470","DHDDS..79947.","DHDDS",0
"471","LOC101928324..101928324.","LOC101928324",0
"472","HMGN2..3151.","HMGN2",0
"473","RPS6KA1..6195.","RPS6KA1",0
"474","MIR1976..100302190.","MIR1976",0
"475","LOC101928728..101928728.","LOC101928728",0
"476","ARID1A..8289.","ARID1A",0
"477","PIGV..55650.","PIGV",0
"478","ZDHHC18..84243.","ZDHHC18",0
"479","SFN..2810.","SFN",0
"480","GPN2..54707.","GPN2",0
"481","GPATCH3..63906.","GPATCH3",0
"482","NR0B2..8431.","NR0B2",0
"483","NUDC..10726.","NUDC",0
"484","KDF1..126695.","KDF1",0
"485","TRNP1..388610.","TRNP1",0
"486","FAM46B..115572.","FAM46B",0
"487","SLC9A1..6548.","SLC9A1",0
"488","WDTC1..23038.","WDTC1",0
"489","TMEM222..84065.","TMEM222",0
"490","ACTG1P20..644961.","ACTG1P20",0
"491","SYTL1..84958.","SYTL1",0
"492","MAP3K6..9064.","MAP3K6",0
"493","FCN3..8547.","FCN3",0
"494","CD164L2..388611.","CD164L2",0
"495","GPR3..2827.","GPR3",0
"496","WASF2..10163.","WASF2",0
"497","AHDC1..27245.","AHDC1",0
"498","FGR..2268.","FGR",0
"499","LINC02574..111216282.","LINC02574",0
"500","IFI6..2537.","IFI6",0
"501","FAM76A..199870.","FAM76A",0
"502","STX12..23673.","STX12",0
"503","PPP1R8..5511.","PPP1R8",0
"504","SCARNA1..677774.","SCARNA1",0
"505","THEMIS2..9473.","THEMIS2",0
"506","RPA2..6118.","RPA2",0
"507","SMPDL3B..27293.","SMPDL3B",0
"508","XKR8..55113.","XKR8",0
"509","EYA3..2140.","EYA3",0
"510","PTAFR..5724.","PTAFR",0
"511","DNAJC8..22826.","DNAJC8",0
"512","ATP5IF1..93974.","ATP5IF1",0
"513","SESN2..83667.","SESN2",0
"514","MED18..54797.","MED18",0
"515","PHACTR4..65979.","PHACTR4",0
"516","SNHG3..8420.","SNHG3",0
"517","RCC1..1104.","RCC1",0
"518","SNORA73A..6080.","SNORA73A",0
"519","SNORA73B..26768.","SNORA73B",0
"520","TRNAU1AP..54952.","TRNAU1AP",0
"521","SNHG12..85028.","SNHG12",0
"522","SNORD99..692212.","SNORD99",0
"523","SNORA61..677838.","SNORA61",0
"524","SNORA44..677825.","SNORA44",0
"525","SNORA16A..692073.","SNORA16A",0
"526","RAB42..115273.","RAB42",0
"527","TAF12..6883.","TAF12",0
"528","LINC01715..105378616.","LINC01715",0
"529","RNU11..26824.","RNU11",0
"530","GMEB1..10691.","GMEB1",0
"531","YTHDF2..51441.","YTHDF2",0
"532","OPRD1..4985.","OPRD1",0
"533","EPB41..2035.","EPB41",0
"534","TMEM200B..399474.","TMEM200B",0
"535","SRSF4..6429.","SRSF4",0
"536","MECR..51102.","MECR",0
"537","PTPRU..10076.","PTPRU",0
"538","LINC01756..101928460.","LINC01756",0
"539","LINC01648..101929406.","LINC01648",0
"540","MATN1..4146.","MATN1",0.0027027027027027
"541","MATN1.AS1..100129196.","MATN1",0.0027027027027027
"542","LAPTM5..7805.","LAPTM5",0.0027027027027027
"543","MIR4420..100616164.","MIR4420",0.0027027027027027
"544","LINC01778..105378622.","LINC01778",0.0027027027027027
"545","SDC3..9672.","SDC3",0.0027027027027027
"546","PUM1..9698.","PUM1",0.00540540540540541
"547","SNORD103A..692234.","SNORD103A",0.00540540540540541
"548","SNORD103B..692235.","SNORD103B",0.00540540540540541
"549","SNORD103C..692200.","SNORD103C",0.00540540540540541
"550","NKAIN1..79570.","NKAIN1",0
"551","SNRNP40..9410.","SNRNP40",0
"552","ZCCHC17..51538.","ZCCHC17",0
"553","FABP3..2170.","FABP3",0
"554","SERINC2..347735.","SERINC2",0
"555","LINC01225..149086.","LINC01225",0
"556","LINC01226..284551.","LINC01226",0
"557","TINAGL1..64129.","TINAGL1",0
"558","HCRTR1..3061.","HCRTR1",0
"559","PEF1..553115.","PEF1",0
"560","COL16A1..1307.","COL16A1",0
"561","ADGRB2..576.","ADGRB2",0
"562","MIR4254..100423028.","MIR4254",0
"563","SPOCD1..90853.","SPOCD1",0
"564","PTP4A2..8073.","PTP4A2",0
"565","KHDRBS1..10657.","KHDRBS1",0
"566","TMEM39B..55116.","TMEM39B",0
"567","MIR5585..100847018.","MIR5585",0
"568","KPNA6..23633.","KPNA6",0
"569","TXLNA..200081.","TXLNA",0
"570","CCDC28B..79140.","CCDC28B",0
"571","IQCC..55721.","IQCC",0
"572","DCDC2B..149069.","DCDC2B",0
"573","TMEM234..56063.","TMEM234",0
"574","EIF3I..8668.","EIF3I",0
"575","MTMR9LP..339483.","MTMR9LP",0
"576","FAM167B..84734.","FAM167B",0
"577","LCK..3932.","LCK",0
"578","HDAC1..3065.","HDAC1",0
"579","MARCKSL1..65108.","MARCKSL1",0
"580","FAM229A..100128071.","FAM229A",0
"581","TSSK3..81629.","TSSK3",0
"582","BSDC1..55108.","BSDC1",0
"583","ZBTB8B..728116.","ZBTB8B",0
"584","ZBTB8A..653121.","ZBTB8A",0
"585","ZBTB8OS..339487.","ZBTB8OS",0
"586","RBBP4..5928.","RBBP4",0
"587","SYNC..81493.","SYNC",0
"588","KIAA1522..57648.","KIAA1522",0
"589","YARS..8565.","YARS",0
"590","S100PBP..64766.","S100PBP",0
"591","FNDC5..252995.","FNDC5",0
"592","HPCA..3208.","HPCA",0
"593","TMEM54..113452.","TMEM54",0
"594","RNF19B..127544.","RNF19B",0
"595","AK2..204.","AK2",0
"596","AZIN2..113451.","AZIN2",0
"597","TRIM62..55223.","TRIM62",0
"598","ZNF362..149076.","ZNF362",0
"599","A3GALT2..127550.","A3GALT2",0
"600","PHC2..1912.","PHC2",0
"601","MIR3605..100500853.","MIR3605",0
