"","Gene_ID","Gene_Name","AmplificationRatio"
"6811","FZD10..11211.","FZD10",0
"6812","PIWIL1..9271.","PIWIL1",0
"6813","RIMBP2..23504.","RIMBP2",0
"6814","STX2..2054.","STX2",0
"6815","RAN..5901.","RAN",0
"6816","ADGRD1..283383.","ADGRD1",0
"6817","ADGRD1.AS1..105755954.","ADGRD1",0
"6818","LINC01257..116437.","LINC01257",0
"6819","LINC02415..107161159.","LINC02415",0
"6820","LINC02370..338797.","LINC02370",0
"6821","LINC02414..105370085.","LINC02414",0
"6822","SFSWAP..6433.","SFSWAP",0
"6823","MMP17..4326.","MMP17",0
"6824","ULK1..8408.","ULK1",0
"6825","PUS1..80324.","PUS1",0
"6826","EP400..57634.","EP400",0
"6827","SNORA49..677829.","SNORA49",0
"6828","EP400P1..347918.","EP400P1",0
"6829","DDX51..317781.","DDX51",0
"6830","NOC4L..79050.","NOC4L",0
"6831","LINC02361..100996246.","LINC02361",0
"6832","GALNT9..50614.","GALNT9",0
"6833","LOC100130238..100130238.","LOC100130238",0
"6834","LOC101928416..101928416.","LOC101928416",0
"6835","FBRSL1..57666.","FBRSL1",0
"6836","MIR6763..102465975.","MIR6763",0
"6837","LRCOL1..100507055.","LRCOL1",0
"6838","P2RX2..22953.","P2RX2",0
"6839","POLE..5426.","POLE",0
"6840","PXMP2..5827.","PXMP2",0
"6841","PGAM5..192111.","PGAM5",0
"6842","ANKLE2..23141.","ANKLE2",0
"6843","GOLGA3..2802.","GOLGA3",0
"6844","CHFR..55743.","CHFR",0
"6845","LOC101928530..101928530.","LOC101928530",0
"6846","ZNF605..100289635.","ZNF605",0
"6847","ZNF26..7574.","ZNF26",0
"6848","LOC101928597..101928597.","LOC101928597",0
"6849","ZNF84..7637.","ZNF84",0
"6850","ZNF140..7699.","ZNF140",0
"6851","ZNF891..101060200.","ZNF891",0
"6852","ZNF10..7556.","ZNF10",0
"6853","ZNF268..10795.","ZNF268",0
"6854","ANHX..647589.","ANHX",0
"6855","BAGE5..85316.","BAGE5",0.0486486486486487
"6856","FAM230C..26080.","FAM230C",0.0540540540540541
"6857","LINC00417..100874164.","LINC00417",0.00810810810810811
"6858","ANKRD20A9P..284232.","ANKRD20A9P",0.00810810810810811
"6859","LINC00408..100652856.","LINC00408",0.00810810810810811
"6860","LINC00442..348021.","LINC00442",0.00810810810810811
"6861","LOC107984132..107984132.","LOC107984132",0.00810810810810811
"6862","TUBA3C..7278.","TUBA3C",0.00810810810810811
"6863","LOC101928697..101928697.","LOC101928697",0.00810810810810811
"6864","ANKRD26P3..100101938.","ANKRD26P3",0.00810810810810811
"6865","LINC00421..100287114.","LINC00421",0.00810810810810811
"6866","TPTE2..93492.","TPTE2",0.00810810810810811
"6867","LINC00350..100874136.","LINC00350",0.00540540540540541
"6868","MPHOSPH8..54737.","MPHOSPH8",0.00810810810810811
"6869","PSPC1..55269.","PSPC1",0.00810810810810811
"6870","ZMYM5..9205.","ZMYM5",0.0135135135135135
"6871","ZMYM2..7750.","ZMYM2",0.0216216216216216
"6872","LINC01072..104355137.","LINC01072",0.072972972972973
"6873","GJA3..2700.","GJA3",0.072972972972973
"6874","GJB2..2706.","GJB2",0.00540540540540541
"6875","GJB6..10804.","GJB6",0.00540540540540541
"6876","CRYL1..51084.","CRYL1",0.0027027027027027
"6877","MIR4499..100616304.","MIR4499",0.0027027027027027
"6878","IFT88..8100.","IFT88",0.0027027027027027
"6879","IL17D..53342.","IL17D",0.0027027027027027
"6880","EEF1AKMT1..221143.","EEF1AKMT1",0.0027027027027027
"6881","XPO4..64328.","XPO4",0.0027027027027027
"6882","LINC00367..101930748.","LINC00367",0.0027027027027027
"6883","LATS2..26524.","LATS2",0.0027027027027027
"6884","SAP18..10284.","SAP18",0.0027027027027027
"6885","SKA3..221150.","SKA3",0.0027027027027027
"6886","MRPL57..78988.","MRPL57",0.0027027027027027
"6887","LINC01046..103689843.","LINC01046",0.0027027027027027
"6888","MIPEPP3..650794.","MIPEPP3",0.0027027027027027
"6889","LINC00539..100652865.","LINC00539",0.0027027027027027
"6890","GRK6P1..2871.","GRK6P1",0.0027027027027027
"6891","ZDHHC20..253832.","ZDHHC20",0.0027027027027027
"6892","MICU2..221154.","MICU2",0.0027027027027027
"6893","FGF9..2254.","FGF9",0.0027027027027027
"6894","LINC00424..100874182.","LINC00424",0.0027027027027027
"6895","LINC00540..100506622.","LINC00540",0.0027027027027027
"6896","LINC00621..100996930.","LINC00621",0.0027027027027027
"6897","BASP1P1..646201.","BASP1P1",0.0027027027027027
"6898","SGCG..6445.","SGCG",0.0027027027027027
"6899","SACS..26278.","SACS",0.0027027027027027
"6900","SACS.AS1..100506680.","SACS",0.0027027027027027
"6901","LINC00327..100506697.","LINC00327",0.0027027027027027
"6902","TNFRSF19..55504.","TNFRSF19",0.0027027027027027
"6903","MIPEP..4285.","MIPEP",0.0027027027027027
"6904","PCOTH..542767.","PCOTH",0.0027027027027027
"6905","C1QTNF9B..387911.","C1QTNF9B",0.0027027027027027
"6906","ANKRD20A19P..400110.","ANKRD20A19P",0.0027027027027027
"6907","SPATA13..221178.","SPATA13",0.0027027027027027
"6908","MIR2276..100313842.","MIR2276",0.0027027027027027
"6909","SPATA13.AS1..100874231.","SPATA13",0
"6910","C1QTNF9..338872.","C1QTNF9",0
"6911","LINC00566..100861547.","LINC00566",0
"6912","PARP4..143.","PARP4",0
"6913","TPTE2P6..374491.","TPTE2P6",0
"6914","ATP12A..479.","ATP12A",0
"6915","RNF17..56163.","RNF17",0
"6916","CENPJ..55835.","CENPJ",0
"6917","TPTE2P1..646405.","TPTE2P1",0
"6918","PABPC3..5042.","PABPC3",0
"6919","AMER2..219287.","AMER2",0
"6920","LINC00463..101928922.","LINC00463",0
"6921","LINC01053..102723318.","LINC01053",0
"6922","MTMR6..9107.","MTMR6",0
"6923","NUP58..9818.","NUP58",0
"6924","ATP8A2..51761.","ATP8A2",0.0027027027027027
"6925","SHISA2..387914.","SHISA2",0.0027027027027027
"6926","LINC00415..107984009.","LINC00415",0.0027027027027027
"6927","RNF6..6049.","RNF6",0.0027027027027027
"6928","CDK8..1024.","CDK8",0.0027027027027027
"6929","WASF3..10810.","WASF3",0.0027027027027027
"6930","GPR12..2835.","GPR12",0.0027027027027027
"6931","USP12..219333.","USP12",0.0027027027027027
"6932","USP12.AS1..100874070.","USP12",0.0027027027027027
"6933","USP12.AS2..100874071.","USP12",0.0027027027027027
"6934","LINC00412..102723332.","LINC00412",0.0027027027027027
"6935","SNORD102..26771.","SNORD102",0.0027027027027027
"6936","SNORA27..619499.","SNORA27",0.0027027027027027
"6937","RASL11A..387496.","RASL11A",0.0027027027027027
"6938","GTF3A..2971.","GTF3A",0.0027027027027027
"6939","MTIF3..219402.","MTIF3",0.0027027027027027
"6940","LNX2..222484.","LNX2",0.0027027027027027
"6941","POLR1D..51082.","POLR1D",0.0027027027027027
"6942","GSX1..219409.","GSX1",0.0027027027027027
"6943","PLUT..100861550.","PLUT",0.00810810810810811
"6944","PDX1..3651.","PDX1",0.00810810810810811
"6945","LINC00543..100132234.","LINC00543",0.00810810810810811
"6946","CDX2..1045.","CDX2",0.00810810810810811
"6947","URAD..646625.","URAD",0.00810810810810811
"6948","FLT3..2322.","FLT3",0.00540540540540541
"6949","PAN3.AS1..100288730.","PAN3",0.00540540540540541
"6950","PAN3..255967.","PAN3",0.00540540540540541
"6951","FLT1..2321.","FLT1",0.00540540540540541
"6952","POMP..51371.","POMP",0.0027027027027027
"6953","SLC46A3..283537.","SLC46A3",0
"6954","MTUS2..23281.","MTUS2",0
"6955","MTUS2.AS1..100874107.","MTUS2",0
"6956","SLC7A1..6541.","SLC7A1",0
"6957","LOC102723345..102723345.","LOC102723345",0
"6958","UBL3..5412.","UBL3",0
"6959","LINC00297..100874059.","LINC00297",0
"6960","LINC00572..100861573.","LINC00572",0.0027027027027027
"6961","LINC00544..440131.","LINC00544",0.0027027027027027
"6962","LINC00365..100874146.","LINC00365",0.0027027027027027
"6963","LINC00384..102157400.","LINC00384",0.0027027027027027
"6964","KATNAL1..84056.","KATNAL1",0.0027027027027027
"6965","LINC00426..100188949.","LINC00426",0.0027027027027027
"6966","LINC01058..103724387.","LINC01058",0.0027027027027027
"6967","UBE2L5..171222.","UBE2L5",0.0027027027027027
"6968","HMGB1..3146.","HMGB1",0.0027027027027027
"6969","USPL1..10208.","USPL1",0.0027027027027027
"6970","ALOX5AP..241.","ALOX5AP",0.0027027027027027
"6971","LINC00398..100874158.","LINC00398",0.0027027027027027
"6972","LINC00545..440132.","LINC00545",0.0027027027027027
"6973","TEX26.AS1..100507064.","TEX26",0.0027027027027027
"6974","MEDAG..84935.","MEDAG",0.0027027027027027
"6975","TEX26..122046.","TEX26",0.0027027027027027
"6976","HSPH1..10808.","HSPH1",0.0027027027027027
"6977","B3GLCT..145173.","B3GLCT",0.0027027027027027
"6978","RXFP2..122042.","RXFP2",0.0027027027027027
"6979","EEF1DP3..196549.","EEF1DP3",0.0027027027027027
"6980","FRY.AS1..100507099.","FRY",0
"6981","FRY..10129.","FRY",0
"6982","ZAR1L..646799.","ZAR1L",0
"6983","BRCA2..675.","BRCA2",0
"6984","N4BP2L1..90634.","N4BP2L1",0
"6985","N4BP2L2..10443.","N4BP2L2",0
"6986","MINOS1P1..100462953.","MINOS1P1",0
"6987","N4BP2L2.IT2..116828.","N4BP2L2",0
"6988","PDS5B..23047.","PDS5B",0
"6989","LINC00423..100874167.","LINC00423",0.0027027027027027
"6990","KL..9365.","KL",0.0027027027027027
"6991","STARD13..90627.","STARD13",0.0027027027027027
"6992","STARD13.AS..100874241.","STARD13",0.0027027027027027
"6993","LINC02344..105370154.","LINC02344",0.0027027027027027
"6994","RFC3..5983.","RFC3",0.0027027027027027
"6995","LINC02343..105370158.","LINC02343",0.0027027027027027
"6996","LINC00457..100874179.","LINC00457",0.0027027027027027
"6997","NBEA..26960.","NBEA",0.0297297297297297
"6998","MAB21L1..4081.","MAB21L1",0.0324324324324324
"6999","LINC00445..100507114.","LINC00445",0.0297297297297297
"7000","DCLK1..9201.","DCLK1",0.0027027027027027
"7001","SOHLH2..54937.","SOHLH2",0.0027027027027027
"7002","CCDC169.SOHLH2..100526761.","CCDC169",0.0027027027027027
"7003","CCDC169..728591.","CCDC169",0.0027027027027027
"7004","SPART..23111.","SPART",0.0027027027027027
"7005","SPART.AS1..100507135.","SPART",0.0027027027027027
"7006","CCNA1..8900.","CCNA1",0.0027027027027027
"7007","SERTM1..400120.","SERTM1",0.0027027027027027
"7008","RFXAP..5994.","RFXAP",0.0027027027027027
"7009","SMAD9..4093.","SMAD9",0.0027027027027027
"7010","ALG5..29880.","ALG5",0.0027027027027027
"7011","EXOSC8..11340.","EXOSC8",0.0027027027027027
"7012","SUPT20H..55578.","SUPT20H",0.0027027027027027
"7013","CSNK1A1L..122011.","CSNK1A1L",0.0027027027027027
"7014","LINC01048..103695431.","LINC01048",0.0027027027027027
"7015","LINC00547..400121.","LINC00547",0.0027027027027027
"7016","POSTN..10631.","POSTN",0.0027027027027027
"7017","TRPC4..7223.","TRPC4",0.0027027027027027
"7018","LINC00571..100874188.","LINC00571",0.0027027027027027
"7019","UFM1..51569.","UFM1",0.0027027027027027
"7020","LINC00437..101929121.","LINC00437",0.0027027027027027
"7021","LINC00366..100874147.","LINC00366",0.0027027027027027
"7022","FREM2..341640.","FREM2",0.0027027027027027
"7023","FREM2.AS1..100874073.","FREM2",0.0027027027027027
"7024","STOML3..161003.","STOML3",0.0027027027027027
"7025","PROSER1..80209.","PROSER1",0.0027027027027027
"7026","NHLRC3..387921.","NHLRC3",0.0027027027027027
"7027","LHFPL6..10186.","LHFPL6",0.0027027027027027
"7028","COG6..57511.","COG6",0.0027027027027027
"7029","MIR4305..100422940.","MIR4305",0.0027027027027027
"7030","LINC00332..100874127.","LINC00332",0.0027027027027027
"7031","LINC00548..400123.","LINC00548",0.0027027027027027
"7032","LINC00598..646982.","LINC00598",0.0027027027027027
"7033","FOXO1..2308.","FOXO1",0.0027027027027027
"7034","MIR320D1..100313896.","MIR320D1",0.0027027027027027
"7035","MRPS31..10240.","MRPS31",0.0027027027027027
"7036","SLC25A15..10166.","SLC25A15",0.0027027027027027
"7037","TPTE2P5..100616668.","TPTE2P5",0.0027027027027027
"7038","MIR621..693206.","MIR621",0.0027027027027027
"7039","SUGT1P3..283507.","SUGT1P3",0.00540540540540541
"7040","ELF1..1997.","ELF1",0.00540540540540541
"7041","WBP4..11193.","WBP4",0.00540540540540541
"7042","MIR3168..100422878.","MIR3168",0.00540540540540541
"7043","KBTBD6..89890.","KBTBD6",0.00540540540540541
"7044","LOC101929140..101929140.","LOC101929140",0.00540540540540541
"7045","KBTBD7..84078.","KBTBD7",0.00540540540540541
"7046","MTRF1..9617.","MTRF1",0.00540540540540541
"7047","NAA16..79612.","NAA16",0.00540540540540541
"7048","OR7E37P..100506759.","OR7E37P",0.00540540540540541
"7049","RGCC..28984.","RGCC",0.00540540540540541
"7050","VWA8..23078.","VWA8",0.0027027027027027
"7051","MIR5006..100847026.","MIR5006",0.00540540540540541
"7052","VWA8.AS1..100507240.","VWA8",0.0027027027027027
"7053","DGKH..160851.","DGKH",0.0027027027027027
"7054","AKAP11..11215.","AKAP11",0.0027027027027027
"7055","LINC02341..105370177.","LINC02341",0.0027027027027027
"7056","TNFSF11..8600.","TNFSF11",0.00540540540540541
"7057","FAM216B..144809.","FAM216B",0.00540540540540541
"7058","LINC01050..103689845.","LINC01050",0.00540540540540541
"7059","LINC00428..104355147.","LINC00428",0.00540540540540541
"7060","EPSTI1..94240.","EPSTI1",0.00540540540540541
"7061","DNAJC15..29103.","DNAJC15",0.00540540540540541
"7062","LINC00400..100874159.","LINC00400",0.00540540540540541
"7063","ENOX1..55068.","ENOX1",0.00540540540540541
"7064","ENOX1.AS2..100874130.","ENOX1",0.00540540540540541
"7065","CCDC122..160857.","CCDC122",0.00540540540540541
"7066","LACC1..144811.","LACC1",0.00540540540540541
"7067","LINC00284..121838.","LINC00284",0.00540540540540541
"7068","LINC00390..105370183.","LINC00390",0.00540540540540541
"7069","SMIM2.AS1..101929212.","SMIM2",0.00540540540540541
"7070","SMIM2..79024.","SMIM2",0.00540540540540541
"7071","SMIM2.IT1..100874377.","SMIM2",0.00540540540540541
"7072","MIR8079..102465876.","MIR8079",0.00540540540540541
"7073","SERP2..387923.","SERP2",0.00540540540540541
"7074","TUSC8..400128.","TUSC8",0.00540540540540541
"7075","TSC22D1..8848.","TSC22D1",0.00540540540540541
"7076","TSC22D1.AS1..641467.","TSC22D1",0.00540540540540541
"7077","LINC00407..106144541.","LINC00407",0.00540540540540541
"7078","LINC00330..144817.","LINC00330",0.0027027027027027
"7079","NUFIP1..26747.","NUFIP1",0
"7080","GPALPP1..55425.","GPALPP1",0
"7081","LOC101929259..101929259.","LOC101929259",0
"7082","GTF2F2..2963.","GTF2F2",0
"7083","KCTD4..386618.","KCTD4",0
"7084","TPT1..7178.","TPT1",0
"7085","SNORA31B..109616966.","SNORA31B",0
"7086","SNORA31..677814.","SNORA31",0
"7087","TPT1.AS1..100190939.","TPT1",0
"7088","SLC25A30..253512.","SLC25A30",0
"7089","SLC25A30.AS1..100874259.","SLC25A30",0
"7090","COG3..83548.","COG3",0
"7091","ERICH6B..220081.","ERICH6B",0
"7092","LINC01055..103752581.","LINC01055",0
"7093","SPERT..220082.","SPERT",0
"7094","SIAH3..283514.","SIAH3",0
"7095","ZC3H13..23091.","ZC3H13",0
"7096","CPB2.AS1..100509894.","CPB2",0
"7097","CPB2..1361.","CPB2",0
"7098","LCP1..3936.","LCP1",0
"7099","LRRC63..220416.","LRRC63",0
"7100","LINC00563..100861554.","LINC00563",0
"7101","RUBCNL..80183.","RUBCNL",0
"7102","LINC01198..101929344.","LINC01198",0
"7103","LRCH1..23143.","LRCH1",0
"7104","ESD..2098.","ESD",0
"7105","HTR2A..3356.","HTR2A",0
"7106","HTR2A.AS1..100874082.","HTR2A",0
"7107","LINC00562..100861549.","LINC00562",0
"7108","SUCLA2..8803.","SUCLA2",0
"7109","NUDT15..55270.","NUDT15",0
"7110","MED4..29079.","MED4",0
"7111","MED4.AS1..100873965.","MED4",0
"7112","ITM2B..9445.","ITM2B",0
"7113","RB1.DT..100862704.","RB1",0
"7114","RB1..5925.","RB1",0
"7115","LPAR6..10161.","LPAR6",0
"7116","RCBTB2..1102.","RCBTB2",0
"7117","LINC00462..100129597.","LINC00462",0
"7118","CYSLTR2..57105.","CYSLTR2",0
"7119","FNDC3A..22862.","FNDC3A",0
"7120","MLNR..2862.","MLNR",0
"7121","LOC105370203..105370203.","LOC105370203",0
"7122","CDADC1..81602.","CDADC1",0
"7123","CAB39L..81617.","CAB39L",0
"7124","SETDB2..83852.","SETDB2",0
"7125","SETDB2.PHF11..107303344.","SETDB2",0
"7126","PHF11..51131.","PHF11",0
"7127","RCBTB1..55213.","RCBTB1",0
"7128","ARL11..115761.","ARL11",0
"7129","EBPL..84650.","EBPL",0
"7130","KPNA3..3839.","KPNA3",0
"7131","CTAGE10P..220429.","CTAGE10P",0
"7132","SPRYD7..57213.","SPRYD7",0
"7133","DLEU2..8847.","DLEU2",0
"7134","MIR3613..100500908.","MIR3613",0
"7135","TRIM13..10206.","TRIM13",0
"7136","KCNRG..283518.","KCNRG",0
"7137","MIR16.1..406950.","MIR16",0
"7138","MIR15A..406948.","MIR15A",0
"7139","DLEU1..10301.","DLEU1",0
"7140","ST13P4..145165.","ST13P4",0
"7141","DLEU1.AS1..103689915.","DLEU1",0
"7142","DLEU7..220107.","DLEU7",0
"7143","DLEU7.AS1..100874074.","DLEU7",0
"7144","RNASEH2B.AS1..100874255.","RNASEH2B",0
"7145","RNASEH2B..79621.","RNASEH2B",0
"7146","GUCY1B2..2974.","GUCY1B2",0.0027027027027027
"7147","C13orf42..647166.","C13orf42",0.00540540540540541
"7148","FAM124A..220108.","FAM124A",0.00810810810810811
"7149","SERPINE3..647174.","SERPINE3",0.00810810810810811
"7150","MIR5693..100847003.","MIR5693",0.00810810810810811
"7151","INTS6..26512.","INTS6",0.00540540540540541
"7152","INTS6.AS1..100507398.","INTS6",0.00540540540540541
"7153","MIR4703..100616423.","MIR4703",0.00540540540540541
"7154","WDFY2..115825.","WDFY2",0.00540540540540541
"7155","DHRS12..79758.","DHRS12",0.00540540540540541
"7156","TMEM272..283521.","TMEM272",0.00540540540540541
"7157","CCDC70..83446.","CCDC70",0.00540540540540541
"7158","ATP7B..540.","ATP7B",0.00540540540540541
"7159","ALG11..440138.","ALG11",0.00540540540540541
"7160","UTP14C..9724.","UTP14C",0.00540540540540541
"7161","NEK5..341676.","NEK5",0.00540540540540541
"7162","LOC101929657..101929657.","LOC101929657",0.00540540540540541
"7163","NEK3..4752.","NEK3",0.00540540540540541
"7164","MRPS31P5..100887750.","MRPS31P5",0.00540540540540541
"7165","LINC02333..103191607.","LINC02333",0.00540540540540541
"7166","THSD1..55901.","THSD1",0.00540540540540541
"7167","VPS36..51028.","VPS36",0.00540540540540541
"7168","CKAP2..26586.","CKAP2",0.00540540540540541
"7169","TPTE2P3..220115.","TPTE2P3",0.00540540540540541
"7170","HNRNPA1L2..144983.","HNRNPA1L2",0.00540540540540541
"7171","SUGT1..10910.","SUGT1",0.00540540540540541
"7172","CNMD..11061.","CNMD",0.00540540540540541
"7173","MIR759..100313778.","MIR759",0.00540540540540541
"7174","PCDH8..5100.","PCDH8",0.00540540540540541
"7175","OLFM4..10562.","OLFM4",0.00540540540540541
"7176","LINC01065..102723875.","LINC01065",0.0027027027027027
"7177","LINC00558..100861552.","LINC00558",0.0027027027027027
"7178","LINC00458..100507428.","LINC00458",0.0027027027027027
"7179","MIR1297..100302187.","MIR1297",0.0027027027027027
"7180","MIR5007..100846996.","MIR5007",0.0027027027027027
"7181","PRR20A..122183.","PRR20A",0.00540540540540541
"7182","PRR20B..729233.","PRR20B",0.00540540540540541
"7183","PRR20C..729240.","PRR20C",0.00540540540540541
"7184","PRR20D..729246.","PRR20D",0.00540540540540541
"7185","PRR20E..729250.","PRR20E",0.00540540540540541
"7186","PCDH17..27253.","PCDH17",0.00540540540540541
"7187","LINC02338..101926897.","LINC02338",0.00540540540540541
"7188","LINC00374..106144531.","LINC00374",0.00540540540540541
"7189","DIAPH3..81624.","DIAPH3",0.00540540540540541
"7190","DIAPH3.AS1..100874195.","DIAPH3",0.00540540540540541
"7191","DIAPH3.AS2..100874196.","DIAPH3",0.00540540540540541
"7192","LINC00434..100874169.","LINC00434",0.00540540540540541
"7193","TDRD3..81550.","TDRD3",0.00540540540540541
"7194","LINC00378..101926930.","LINC00378",0.00540540540540541
"7195","MIR3169..100422973.","MIR3169",0.00540540540540541
"7196","PCDH20..64881.","PCDH20",0.00540540540540541
"7197","LINC02339..101926951.","LINC02339",0.00540540540540541
"7198","LINC00358..100874143.","LINC00358",0.0027027027027027
"7199","LINC01075..103752583.","LINC01075",0.0027027027027027
"7200","LINC01074..106144607.","LINC01074",0.0027027027027027
"7201","LINC00459..100874180.","LINC00459",0.0027027027027027
"7202","LINC00448..100874176.","LINC00448",0.0027027027027027
"7203","LINC00376..104355293.","LINC00376",0.0027027027027027
"7204","LINC00395..100874157.","LINC00395",0.0027027027027027
"7205","OR7E156P..283491.","OR7E156P",0.0027027027027027
"7206","LOC102723968..102723968.","LOC102723968",0.0027027027027027
"7207","LINC00355..144766.","LINC00355",0.0027027027027027
"7208","LINC01052..105370242.","LINC01052",0.0027027027027027
"7209","MIR548X2..100616302.","MIR548X2",0.0027027027027027
"7210","MIR4704..100616205.","MIR4704",0.0027027027027027
"7211","PCDH9..5101.","PCDH9",0.0027027027027027
"7212","PCDH9.AS2..100874064.","PCDH9",0.0027027027027027
"7213","PCDH9.AS3..100874086.","PCDH9",0.0027027027027027
"7214","PCDH9.AS4..100874087.","PCDH9",0.0027027027027027
"7215","LINC00364..100874145.","LINC00364",0.0027027027027027
"7216","LINC00550..338862.","LINC00550",0.0027027027027027
"7217","LINC00383..103689913.","LINC00383",0.0027027027027027
"7218","KLHL1..57626.","KLHL1",0.0027027027027027
"7219","ATXN8OS..6315.","ATXN8OS",0.0027027027027027
"7220","LINC00348..100885781.","LINC00348",0.00540540540540541
"7221","DACH1..1602.","DACH1",0.00540540540540541
"7222","MZT1..440145.","MZT1",0.00810810810810811
"7223","BORA..79866.","BORA",0.00810810810810811
"7224","DIS3..22894.","DIS3",0.00810810810810811
"7225","PIBF1..10464.","PIBF1",0.00810810810810811
"7226","KLF5..688.","KLF5",0.0108108108108108
"7227","LINC00392..100874155.","LINC00392",0.0162162162162162
"7228","KLF12..11278.","KLF12",0.0108108108108108
"7229","LINC00402..100507612.","LINC00402",0.00810810810810811
"7230","LOC100288208..100288208.","LOC100288208",0.00810810810810811
"7231","LINC00381..100874151.","LINC00381",0.00810810810810811
"7232","LINC00347..338864.","LINC00347",0.00810810810810811
"7233","CTAGE11P..647288.","CTAGE11P",0.00540540540540541
"7234","LINC01078..106144536.","LINC01078",0.00540540540540541
"7235","TBC1D4..9882.","TBC1D4",0.00540540540540541
"7236","COMMD6..170622.","COMMD6",0.00540540540540541
"7237","UCHL3..7347.","UCHL3",0.00540540540540541
"7238","LMO7.AS1..101927155.","LMO7",0.00540540540540541
"7239","LMO7..4008.","LMO7",0.00540540540540541
"7240","LMO7DN..729420.","LMO7DN",0.00540540540540541
"7241","LMO7DN.IT1..104326189.","LMO7DN",0.00540540540540541
"7242","LINC00561..100861545.","LINC00561",0.00540540540540541
"7243","KCTD12..115207.","KCTD12",0
"7244","BTF3P11..690.","BTF3P11",0
"7245","ACOD1..730249.","ACOD1",0
"7246","CLN5..1203.","CLN5",0
"7247","FBXL3..26224.","FBXL3",0
"7248","MYCBP2..23077.","MYCBP2",0
"7249","MYCBP2.AS1..100874212.","MYCBP2",0
"7250","SCEL..8796.","SCEL",0
"7251","SCEL.AS1..104355296.","SCEL",0
"7252","LOC100129307..100129307.","LOC100129307",0
"7253","SLAIN1..122060.","SLAIN1",0
"7254","MIR3665..100500861.","MIR3665",0
"7255","EDNRB.AS1..100505518.","EDNRB",0
"7256","EDNRB..1910.","EDNRB",0
"7257","LINC01069..101927176.","LINC01069",0
"7258","LINC00446..100874175.","LINC00446",0
"7259","RNF219.AS1..100874222.","RNF219",0.0027027027027027
"7260","POU4F1..5457.","POU4F1",0.0027027027027027
"7261","RNF219..79596.","RNF219",0.0027027027027027
"7262","LINC00331..100874126.","LINC00331",0
"7263","RBM26..64062.","RBM26",0
"7264","RBM26.AS1..100505538.","RBM26",0
"7265","NDFIP2.AS1..100874208.","NDFIP2",0
"7266","NDFIP2..54602.","NDFIP2",0
"7267","LINC01068..103724388.","LINC01068",0.0027027027027027
"7268","LINC01038..102724076.","LINC01038",0.0027027027027027
"7269","LINC00382..101927195.","LINC00382",0.0027027027027027
"7270","LINC01080..101515984.","LINC01080",0.0027027027027027
"7271","SPRY2..10253.","SPRY2",0.0027027027027027
"7272","LINC00377..103724386.","LINC00377",0.0027027027027027
"7273","LINC00564..100861546.","LINC00564",0
"7274","SLITRK1..114798.","SLITRK1",0
"7275","LINC00333..100874128.","LINC00333",0
"7276","SNORA107..106635542.","SNORA107",0
"7277","LINC00375..104355140.","LINC00375",0.00540540540540541
"7278","LINC00351..100874137.","LINC00351",0.0027027027027027
"7279","SLITRK6..84189.","SLITRK6",0.0027027027027027
"7280","LINC00430..106144533.","LINC00430",0.0108108108108108
"7281","MIR4500HG..642345.","MIR4500HG",0.0108108108108108
"7282","MIR4500..100616182.","MIR4500",0.0108108108108108
"7283","SLITRK5..26050.","SLITRK5",0.0108108108108108
"7284","LINC00397..101930749.","LINC00397",0.0108108108108108
"7285","LOC105370306..105370306.","LOC105370306",0.0135135135135135
"7286","LINC00433..100874168.","LINC00433",0.0108108108108108
"7287","LINC00560..100861553.","LINC00560",0.0108108108108108
"7288","LINC01047..105616982.","LINC01047",0.0135135135135135
"7289","LINC00440..100874172.","LINC00440",0.0135135135135135
"7290","LINC01040..105370308.","LINC01040",0.0135135135135135
"7291","LINC00353..100874139.","LINC00353",0.0135135135135135
"7292","LINC00559..100874187.","LINC00559",0.0135135135135135
"7293","MIR622..693207.","MIR622",0.0162162162162162
"7294","LINC01049..101927224.","LINC01049",0.0162162162162162
"7295","LINC00410..144776.","LINC00410",0.0189189189189189
"7296","LINC00380..101930747.","LINC00380",0.0189189189189189
"7297","LINC00379..100874150.","LINC00379",0.0189189189189189
"7298","MIR17HG..407975.","MIR17HG",0.0189189189189189
"7299","MIR17..406952.","MIR17",0.0189189189189189
"7300","MIR18A..406953.","MIR18A",0.0189189189189189
"7301","MIR19A..406979.","MIR19A",0.0189189189189189
"7302","MIR20A..406982.","MIR20A",0.0189189189189189
"7303","MIR19B1..406980.","MIR19B1",0.0189189189189189
"7304","MIR92A1..407048.","MIR92A1",0.0189189189189189
"7305","GPC5..2262.","GPC5",0.0135135135135135
"7306","GPC5.AS2..100873970.","GPC5",0.0135135135135135
"7307","MIR548AS..100847092.","MIR548AS",0.0162162162162162
"7308","GPC5.AS1..100873969.","GPC5",0.0135135135135135
"7309","LINC00363..104326053.","LINC00363",0.0135135135135135
"7310","GPC6..10082.","GPC6",0.0135135135135135
"7311","GPC6.AS2..100873973.","GPC6",0.0162162162162162
"7312","GPC6.AS1..100873972.","GPC6",0.0135135135135135
"7313","DCT..1638.","DCT",0.0135135135135135
"7314","TGDS..23483.","TGDS",0.0135135135135135
"7315","GPR180..160897.","GPR180",0.0135135135135135
"7316","LOC101927248..101927248.","LOC101927248",0.0162162162162162
"7317","SOX21..11166.","SOX21",0.0162162162162162
"7318","SOX21.AS1..100507533.","SOX21",0.0162162162162162
