"","X1","Protein_Id","Gene_Symbol","Uniprot_Acc"
"11251",11251,"sp.Q70SY1.CR3L2_HUMAN","CREB3L2","Q70SY1"
"11252",11252,"sp.P50150.GBG4_HUMAN","GNG4","P50150"
"11253",11253,"sp.P10606.COX5B_HUMAN","COX5B","P10606"
"11254",11254,"sp.Q99595.TI17A_HUMAN","TIMM17A","Q99595"
"11255",11255,"sp.Q9HC07.TM165_HUMAN","TMEM165","Q9HC07"
"11256",11256,"sp.Q9NWZ8.GEMI8_HUMAN","GEMIN8","Q9NWZ8"
"11257",11257,"sp.Q00978.IRF9_HUMAN","IRF9","Q00978"
"11258",11258,"sp.Q8IYM9.TRI22_HUMAN","TRIM22","Q8IYM9"
"11259",11259,"sp.Q92643.GPI8_HUMAN","PIGK","Q92643"
"11260",11260,"sp.Q16674.MIA_HUMAN","MIA","Q16674"
"11261",11261,"sp.Q8TAE6.PP14C_HUMAN","PPP1R14C","Q8TAE6"
"11262",11262,"sp.Q9BXT8.RNF17_HUMAN","RNF17","Q9BXT8"
"11263",11263,"sp.P27701.CD82_HUMAN","CD82","P27701"
"11264",11264,"sp.Q9BVS4.RIOK2_HUMAN","RIOK2","Q9BVS4"
"11265",11265,"sp.Q5VYY1.ANR22_HUMAN","ANKRD22","Q5VYY1"
"11266",11266,"sp.Q15573.TAF1A_HUMAN","TAF1A","Q15573"
"11267",11267,"sp.Q9GZN1.ARP6_HUMAN","ACTR6","Q9GZN1"
"11268",11268,"sp.Q9NV56.MRGBP_HUMAN","MRGBP","Q9NV56"
"11269",11269,"sp.Q8NHZ8.CDC26_HUMAN","CDC26","Q8NHZ8"
"11270",11270,"sp.Q8N4H5.TOM5_HUMAN","TOMM5","Q8N4H5"
"11271",11271,"sp.Q9H204.MED28_HUMAN","MED28","Q9H204"
"11272",11272,"sp.P56279.TCL1A_HUMAN","TCL1A","P56279"
"11273",11273,"sp.P13686.PPA5_HUMAN","ACP5","P13686"
"11274",11274,"sp.Q8IWX7.UN45B_HUMAN","UNC45B","Q8IWX7"
"11275",11275,"sp.Q9UKY1.ZHX1_HUMAN","ZHX1","Q9UKY1"
"11276",11276,"sp.O95670.VATG2_HUMAN","ATP6V1G2","O95670"
"11277",11277,"sp.P19526.FUT1_HUMAN","FUT1","P19526"
"11278",11278,"sp.P28845.DHI1_HUMAN","HSD11B1","P28845"
"11279",11279,"sp.Q9Y2M0.FAN1_HUMAN","FAN1","Q9Y2M0"
"11280",11280,"sp.Q96SJ8.TSN18_HUMAN","TSPAN18","Q96SJ8"
"11281",11281,"sp.Q8N129.CNPY4_HUMAN","CNPY4","Q8N129"
"11282",11282,"sp.Q86WH2.RASF3_HUMAN","RASSF3","Q86WH2"
"11283",11283,"sp.P20396.TRH_HUMAN","TRH","P20396"
"11284",11284,"sp.A0JLT2.MED19_HUMAN","MED19","A0JLT2"
"11285",11285,"sp.Q9P2H5.UBP35_HUMAN","USP35","Q9P2H5"
"11286",11286,"sp.P43307.SSRA_HUMAN","SSR1","P43307"
"11287",11287,"sp.O60840.CAC1F_HUMAN","CACNA1F","O60840"
"11288",11288,"sp.P17096.HMGA1_HUMAN","HMGA1","P17096"
"11289",11289,"sp.P17096.2.HMGA1_HUMAN","HMGA1","P17096-2"
"11290",11290,"sp.Q9UMX9.S45A2_HUMAN","SLC45A2","Q9UMX9"
"11291",11291,"sp.P0C7X2.ZN688_HUMAN","ZNF688","P0C7X2"
"11292",11292,"sp.Q9P035.HACD3_HUMAN","PTPLAD1","Q9P035"
"11293",11293,"sp.Q3SYG4.3.PTHB1_HUMAN","BBS9","Q3SYG4-3"
"11294",11294,"sp.Q9Y6C9.MTCH2_HUMAN","MTCH2","Q9Y6C9"
"11295",11295,"sp.A2RUB1.CQ104_HUMAN","C17orf104","A2RUB1"
"11296",11296,"sp.Q9UNK9.ANGE1_HUMAN","ANGEL1","Q9UNK9"
"11297",11297,"sp.Q8NI22.MCFD2_HUMAN","MCFD2","Q8NI22"
"11298",11298,"sp.Q9NQ90.ANO2_HUMAN","ANO2","Q9NQ90"
"11299",11299,"sp.Q01628.IFM3_HUMAN","IFITM3","Q01628"
"11300",11300,"sp.Q01629.IFM2_HUMAN","IFITM2","Q01629"
"11301",11301,"sp.Q99720.SGMR1_HUMAN","SIGMAR1","Q99720"
"11302",11302,"sp.Q9UBT7.CTNL1_HUMAN","CTNNAL1","Q9UBT7"
"11303",11303,"sp.Q86UB9.TM135_HUMAN","TMEM135","Q86UB9"
"11304",11304,"sp.P21128.ENDOU_HUMAN","ENDOU","P21128"
"11305",11305,"sp.Q96C00.ZBTB9_HUMAN","ZBTB9","Q96C00"
"11306",11306,"sp.Q9Y3D8.KAD6_HUMAN","AK6","Q9Y3D8"
"11307",11307,"sp.Q6YBV0.S36A4_HUMAN","SLC36A4","Q6YBV0"
"11308",11308,"sp.Q9Y6B6.SAR1B_HUMAN","SAR1B","Q9Y6B6"
"11309",11309,"sp.Q9NR31.SAR1A_HUMAN","SAR1A","Q9NR31"
"11310",11310,"sp.Q9Y2I6.NINL_HUMAN","NINL","Q9Y2I6"
"11311",11311,"tr.B7Z1Y9.B7Z1Y9_HUMAN","RHBDL2","B7Z1Y9"
"11312",11312,"sp.Q03014.HHEX_HUMAN","HHEX","Q03014"
"11313",11313,"tr.H3BQF6.H3BQF6_HUMAN",NA,"H3BQF6"
"11314",11314,"sp.Q5JPI9.MET10_HUMAN","METTL10","Q5JPI9"
"11315",11315,"sp.Q6ZNL6.FGD5_HUMAN","FGD5","Q6ZNL6"
"11316",11316,"sp.Q9NX08.COMD8_HUMAN","COMMD8","Q9NX08"
"11317",11317,"sp.Q9NVA4.T184C_HUMAN","TMEM184C","Q9NVA4"
"11318",11318,"sp.Q5JS54.2.PSMG4_HUMAN","PSMG4","Q5JS54-2"
"11319",11319,"sp.P61073.2.CXCR4_HUMAN","CXCR4","P61073-2"
"11320",11320,"sp.Q9NQ40.S52A3_HUMAN","SLC52A3","Q9NQ40"
"11321",11321,"sp.A6NM62.LRC53_HUMAN","LRRC53","A6NM62"
"11322",11322,"sp.P53384.NUBP1_HUMAN","NUBP1","P53384"
"11323",11323,"sp.O95361.TRI16_HUMAN","TRIM16","O95361"
"11324",11324,"sp.A8MT70.ZBBX_HUMAN","ZBBX","A8MT70"
"11325",11325,"sp.Q9GZU1.MCLN1_HUMAN","MCOLN1","Q9GZU1"
"11326",11326,"sp.O00421.2.CCRL2_HUMAN","CCRL2","O00421-2"
"11327",11327,"sp.Q96ND0.F210A_HUMAN","FAM210A","Q96ND0"
"11328",11328,"sp.Q9BUV8.5.CT024_HUMAN","C20orf24","Q9BUV8-5"
"11329",11329,"sp.Q8N183.MIMIT_HUMAN","NDUFAF2","Q8N183"
"11330",11330,"sp.Q96RD7.PANX1_HUMAN","PANX1","Q96RD7"
"11331",11331,"sp.P53990.5.IST1_HUMAN","IST1","P53990-5"
"11332",11332,"sp.P12018.VPREB_HUMAN","VPREB1","P12018"
"11333",11333,"sp.Q96G25.2.MED8_HUMAN","MED8","Q96G25-2"
"11334",11334,"sp.P42696.RBM34_HUMAN","RBM34","P42696"
"11335",11335,"sp.O00193.SMAP_HUMAN","SMAP","O00193"
"11336",11336,"sp.Q8N983.RM43_HUMAN","MRPL43","Q8N983"
"11337",11337,"sp.Q8WVY7.UBCP1_HUMAN","UBLCP1","Q8WVY7"
"11338",11338,"sp.Q8NHJ6.LIRB4_HUMAN","LILRB4","Q8NHJ6"
"11339",11339,"sp.Q86VV8.RTTN_HUMAN","RTTN","Q86VV8"
"11340",11340,"sp.Q9Y248.PSF2_HUMAN","GINS2","Q9Y248"
"11341",11341,"sp.P27930.IL1R2_HUMAN","IL1R2","P27930"
"11342",11342,"tr.K7EKC1.K7EKC1_HUMAN","FOSB","K7EKC1"
"11343",11343,"sp.Q15506.SP17_HUMAN","SPA17","Q15506"
"11344",11344,"sp.Q9UL40.ZN346_HUMAN","ZNF346","Q9UL40"
"11345",11345,"sp.Q99611.SPS2_HUMAN","SEPHS2","Q99611"
"11346",11346,"sp.Q9P2J2.TUTLA_HUMAN","IGSF9","Q9P2J2"
"11347",11347,"sp.Q96L92.SNX27_HUMAN","SNX27","Q96L92"
"11348",11348,"sp.O60759.CYTIP_HUMAN","CYTIP","O60759"
"11349",11349,"sp.Q5HY92.FIGN_HUMAN","FIGN","Q5HY92"
"11350",11350,"sp.P28067.DMA_HUMAN","HLA-DMA","P28067"
"11351",11351,"sp.Q96EC8.YIPF6_HUMAN","YIPF6","Q96EC8"
"11352",11352,"sp.Q8N1Q1.CAH13_HUMAN","CA13","Q8N1Q1"
"11353",11353,"sp.P02654.APOC1_HUMAN","APOC1","P02654"
"11354",11354,"sp.Q8TED1.GPX8_HUMAN","GPX8","Q8TED1"
"11355",11355,"sp.Q01105.SET_HUMAN","SET","Q01105"
"11356",11356,"sp.Q01105.2.SET_HUMAN","SET","Q01105-2"
"11357",11357,"sp.P30042.ES1_HUMAN","C21orf33","P30042"
"11358",11358,"sp.Q86Z02.HIPK1_HUMAN","HIPK1","Q86Z02"
"11359",11359,"sp.Q9H422.HIPK3_HUMAN","HIPK3","Q9H422"
"11360",11360,"sp.O75570.RF1M_HUMAN","MTRF1","O75570"
"11361",11361,"sp.Q2TAL8.QRIC1_HUMAN","QRICH1","Q2TAL8"
"11362",11362,"sp.O95164.UBL3_HUMAN","UBL3","O95164"
"11363",11363,"sp.Q6QHF9.PAOX_HUMAN","PAOX","Q6QHF9"
"11364",11364,"sp.Q15777.MPPD2_HUMAN","MPPED2","Q15777"
"11365",11365,"sp.P23025.XPA_HUMAN","XPA","P23025"
"11366",11366,"sp.Q9HBL7.PLRKT_HUMAN","PLGRKT","Q9HBL7"
"11367",11367,"sp.Q7RTP0.NIPA1_HUMAN","NIPA1","Q7RTP0"
"11368",11368,"sp.P48507.GSH0_HUMAN","GCLM","P48507"
"11369",11369,"sp.Q96NT1.NP1L5_HUMAN","NAP1L5","Q96NT1"
"11370",11370,"sp.P25092.GUC2C_HUMAN","GUCY2C","P25092"
"11371",11371,"sp.Q9BS91.S35A5_HUMAN","SLC35A5","Q9BS91"
"11372",11372,"sp.O75298.RTN2_HUMAN","RTN2","O75298"
"11373",11373,"sp.Q8WWC4.CB047_HUMAN","C2orf47","Q8WWC4"
"11374",11374,"sp.Q9NZE8.RM35_HUMAN","MRPL35","Q9NZE8"
"11375",11375,"sp.Q96MF6.CQ10A_HUMAN","COQ10A","Q96MF6"
"11376",11376,"sp.Q9H8M1.CQ10B_HUMAN","COQ10B","Q9H8M1"
"11377",11377,"sp.Q86V85.GP180_HUMAN","GPR180","Q86V85"
"11378",11378,"sp.Q96NU1.2.SAM11_HUMAN","SAMD11","Q96NU1-2"
"11379",11379,"sp.Q96DC7.2.TMCO6_HUMAN","TMCO6","Q96DC7-2"
"11380",11380,"sp.Q9Y336.SIGL9_HUMAN","SIGLEC9","Q9Y336"
"11381",11381,"sp.P11049.CD37_HUMAN","CD37","P11049"
"11382",11382,"tr.E7EX88.E7EX88_HUMAN","ACAN","E7EX88"
"11383",11383,"sp.Q5BJH2.TM128_HUMAN","TMEM128","Q5BJH2"
"11384",11384,"sp.P36222.CH3L1_HUMAN","CHI3L1","P36222"
"11385",11385,"sp.P06703.S10A6_HUMAN","S100A6","P06703"
"11386",11386,"sp.P62857.RS28_HUMAN","RPS28","P62857"
"11387",11387,"sp.P00973.OAS1_HUMAN","OAS1","P00973"
"11388",11388,"sp.Q96FF9.CDCA5_HUMAN","CDCA5","Q96FF9"
"11389",11389,"sp.Q6UWX4.HIPL2_HUMAN","HHIPL2","Q6UWX4"
"11390",11390,"sp.Q6UWL2.2.SUSD1_HUMAN","SUSD1","Q6UWL2-2"
"11391",11391,"sp.O60603.TLR2_HUMAN","TLR2","O60603"
"11392",11392,"sp.Q8NBA8.DTWD2_HUMAN","DTWD2","Q8NBA8"
"11393",11393,"sp.Q03518.TAP1_HUMAN","TAP1","Q03518"
"11394",11394,"sp.P20827.EFNA1_HUMAN","EFNA1","P20827"
"11395",11395,"sp.Q5JRK9.GGEE3_HUMAN","PAGE2B","Q5JRK9"
"11396",11396,"sp.Q86V88.MGDP1_HUMAN","MDP1","Q86V88"
"11397",11397,"tr.E9PL57.E9PL57_HUMAN","NEDD8-MDP1","E9PL57"
"11398",11398,"sp.Q6UX06.OLFM4_HUMAN","OLFM4","Q6UX06"
"11399",11399,"sp.Q9NX47.MARH5_HUMAN","MARCH5","Q9NX47"
"11400",11400,"sp.Q15392.DHC24_HUMAN","DHCR24","Q15392"
"11401",11401,"sp.Q96M11.HYLS1_HUMAN","HYLS1","Q96M11"
"11402",11402,"sp.Q9UKZ9.PCOC2_HUMAN","PCOLCE2","Q9UKZ9"
"11403",11403,"sp.Q92902.HPS1_HUMAN","HPS1","Q92902"
"11404",11404,"sp.P35625.TIMP3_HUMAN","TIMP3","P35625"
"11405",11405,"sp.Q9BV81.EMC6_HUMAN","EMC6","Q9BV81"
"11406",11406,"sp.Q8NFH4.NUP37_HUMAN","NUP37","Q8NFH4"
"11407",11407,"sp.Q9UJ68.MSRA_HUMAN","MSRA","Q9UJ68"
"11408",11408,"sp.Q7Z7K2.ZN467_HUMAN","ZNF467","Q7Z7K2"
"11409",11409,"sp.Q8N531.FBXL6_HUMAN","FBXL6","Q8N531"
"11410",11410,"sp.Q96GU1.PAGE5_HUMAN","PAGE5","Q96GU1"
"11411",11411,"sp.P01589.IL2RA_HUMAN","IL2RA","P01589"
"11412",11412,"sp.P17900.SAP3_HUMAN","GM2A","P17900"
"11413",11413,"sp.Q9GZZ9.UBA5_HUMAN","UBA5","Q9GZZ9"
"11414",11414,"sp.Q9H2D1.MFTC_HUMAN","SLC25A32","Q9H2D1"
"11415",11415,"tr.A8MUA9.A8MUA9_HUMAN","SUMO3","A8MUA9"
"11416",11416,"sp.P61956.SUMO2_HUMAN","SUMO2","P61956"
"11417",11417,"sp.Q9Y6X5.ENPP4_HUMAN","ENPP4","Q9Y6X5"
"11418",11418,"sp.Q8NI17.2.IL31R_HUMAN","IL31RA","Q8NI17-2"
"11419",11419,"sp.Q13018.PLA2R_HUMAN","PLA2R1","Q13018"
"11420",11420,"sp.Q9UJT0.TBE_HUMAN","TUBE1","Q9UJT0"
"11421",11421,"sp.Q13361.MFAP5_HUMAN","MFAP5","Q13361"
"11422",11422,"sp.Q9NRP2.COXM2_HUMAN","CMC2","Q9NRP2"
"11423",11423,"sp.Q16625.OCLN_HUMAN","OCLN","Q16625"
"11424",11424,"sp.Q86X83.COMD2_HUMAN","COMMD2","Q86X83"
"11425",11425,"sp.O15211.RGL2_HUMAN","RGL2","O15211"
"11426",11426,"sp.Q8N680.ZBTB2_HUMAN","ZBTB2","Q8N680"
"11427",11427,"sp.Q9UJG1.MSPD1_HUMAN","MOSPD1","Q9UJG1"
"11428",11428,"sp.P16471.PRLR_HUMAN","PRLR","P16471"
"11429",11429,"sp.Q13901.C1D_HUMAN","C1D","Q13901"
"11430",11430,"sp.Q6PEV8.F199X_HUMAN","FAM199X","Q6PEV8"
"11431",11431,"sp.Q969M7.UBE2F_HUMAN","UBE2F","Q969M7"
"11432",11432,"sp.Q5EE01.CENPW_HUMAN","CENPW","Q5EE01"
"11433",11433,"sp.Q9Y2B1.TMEM5_HUMAN","TMEM5","Q9Y2B1"
"11434",11434,"sp.O75953.5.DNJB5_HUMAN","DNAJB5","O75953-5"
"11435",11435,"sp.Q9H902.3.REEP1_HUMAN","REEP1","Q9H902-3"
"11436",11436,"sp.Q9BRK0.2.REEP2_HUMAN","REEP2","Q9BRK0-2"
"11437",11437,"sp.P38117.ETFB_HUMAN","ETFB","P38117"
"11438",11438,"sp.Q6PH81.CP087_HUMAN","C16orf87","Q6PH81"
"11439",11439,"sp.Q6I9Y2.THOC7_HUMAN","THOC7","Q6I9Y2"
"11440",11440,"sp.Q9Y5C1.ANGL3_HUMAN","ANGPTL3","Q9Y5C1"
"11441",11441,"sp.Q9Y3D0.MIP18_HUMAN","FAM96B","Q9Y3D0"
"11442",11442,"sp.Q92871.PMM1_HUMAN","PMM1","Q92871"
"11443",11443,"sp.O15305.PMM2_HUMAN","PMM2","O15305"
"11444",11444,"sp.Q8NCC5.SPX3_HUMAN","SLC37A3","Q8NCC5"
"11445",11445,"sp.Q8WWL7.CCNB3_HUMAN","CCNB3","Q8WWL7"
"11446",11446,"sp.P15509.7.CSF2R_HUMAN","CSF2RA","P15509-7"
"11447",11447,"sp.Q8TEB7.RN128_HUMAN","RNF128","Q8TEB7"
"11448",11448,"sp.O96020.CCNE2_HUMAN","CCNE2","O96020"
"11449",11449,"sp.Q8WUW1.2.BRK1_HUMAN","BRK1","Q8WUW1-2"
"11450",11450,"sp.P12104.FABPI_HUMAN","FABP2","P12104"
"11451",11451,"sp.Q9H649.NSUN3_HUMAN","NSUN3","Q9H649"
"11452",11452,"sp.Q7Z2X4.4.PCLI1_HUMAN","PID1","Q7Z2X4-4"
"11453",11453,"sp.Q8IZ13.ZBED8_HUMAN","ZBED8","Q8IZ13"
"11454",11454,"sp.O43715.TRIA1_HUMAN","TRIAP1","O43715"
"11455",11455,"sp.P67812.SC11A_HUMAN","SEC11A","P67812"
"11456",11456,"sp.Q8N2H4.SYS1_HUMAN","SYS1","Q8N2H4"
"11457",11457,"sp.O00526.UPK2_HUMAN","UPK2","O00526"
"11458",11458,"sp.Q96BP2.CHCH1_HUMAN","CHCHD1","Q96BP2"
"11459",11459,"sp.P29218.3.IMPA1_HUMAN","IMPA1","P29218-3"
"11460",11460,"sp.Q16626.MEA1_HUMAN","MEA1","Q16626"
"11461",11461,"sp.Q99943.PLCA_HUMAN","AGPAT1","Q99943"
"11462",11462,"sp.Q15697.ZN174_HUMAN","ZNF174","Q15697"
"11463",11463,"sp.Q9Y210.TRPC6_HUMAN","TRPC6","Q9Y210"
"11464",11464,"sp.Q9H8M9.EVA1A_HUMAN","EVA1A","Q9H8M9"
"11465",11465,"sp.P20674.COX5A_HUMAN","COX5A","P20674"
"11466",11466,"sp.P46778.RL21_HUMAN","RPL21","P46778"
"11467",11467,"sp.Q96IP4.2.FA46A_HUMAN","FAM46A","Q96IP4-2"
"11468",11468,"sp.P11166.GTR1_HUMAN","SLC2A1","P11166"
"11469",11469,"sp.Q96M94.KLH15_HUMAN","KLHL15","Q96M94"
"11470",11470,"sp.Q12972.PP1R8_HUMAN","PPP1R8","Q12972"
"11471",11471,"sp.Q9BRY0.S39A3_HUMAN","SLC39A3","Q9BRY0"
"11472",11472,"sp.Q14494.NF2L1_HUMAN","NFE2L1","Q14494"
"11473",11473,"sp.Q99942.RNF5_HUMAN","RNF5","Q99942"
"11474",11474,"sp.Q9Y3B4.PM14_HUMAN","SF3B14","Q9Y3B4"
"11475",11475,"sp.Q14457.BECN1_HUMAN","BECN1","Q14457"
"11476",11476,"sp.P30046.DOPD_HUMAN","DDT","P30046"
"11477",11477,"sp.Q7L9L4.2.MOB1B_HUMAN","MOB1B","Q7L9L4-2"
"11478",11478,"sp.Q96BD8.SKA1_HUMAN","SKA1","Q96BD8"
"11479",11479,"sp.P33763.S10A5_HUMAN","S100A5","P33763"
"11480",11480,"sp.Q9H920.RN121_HUMAN","RNF121","Q9H920"
"11481",11481,"sp.P18859.2.ATP5J_HUMAN","ATP5J","P18859-2"
"11482",11482,"sp.P45844.8.ABCG1_HUMAN","ABCG1","P45844-8"
"11483",11483,"sp.Q8IYL2.TRM44_HUMAN","TRMT44","Q8IYL2"
"11484",11484,"sp.Q6IPR1.LYRM5_HUMAN","LYRM5","Q6IPR1"
"11485",11485,"sp.Q6P4H8.F173B_HUMAN","FAM173B","Q6P4H8"
"11486",11486,"sp.Q9UKK9.NUDT5_HUMAN","NUDT5","Q9UKK9"
"11487",11487,"sp.Q9BT30.ALKB7_HUMAN","ALKBH7","Q9BT30"
"11488",11488,"sp.Q9H4B6.SAV1_HUMAN","SAV1","Q9H4B6"
"11489",11489,"sp.Q9BSY4.CHCH5_HUMAN","CHCHD5","Q9BSY4"
"11490",11490,"sp.Q9NP66.HM20A_HUMAN","HMG20A","Q9NP66"
"11491",11491,"sp.A6NHC0.CAN8_HUMAN","CAPN8","A6NHC0"
"11492",11492,"sp.Q99972.MYOC_HUMAN","MYOC","Q99972"
"11493",11493,"sp.Q6UWU4.2.CF089_HUMAN","C6orf89","Q6UWU4-2"
"11494",11494,"sp.Q9H8H3.MET7A_HUMAN","METTL7A","Q9H8H3"
"11495",11495,"sp.Q9BVV7.TIM21_HUMAN","TIMM21","Q9BVV7"
"11496",11496,"sp.P02794.FRIH_HUMAN","FTH1","P02794"
"11497",11497,"sp.Q5VV52.3.ZN691_HUMAN","ZNF691","Q5VV52-3"
"11498",11498,"sp.Q16620.4.NTRK2_HUMAN","NTRK2","Q16620-4"
"11499",11499,"sp.Q16288.3.NTRK3_HUMAN","NTRK3","Q16288-3"
"11500",11500,"sp.P30536.TSPOA_HUMAN","TSPO","P30536"
"11501",11501,"sp.P12273.PIP_HUMAN","PIP","P12273"
"11502",11502,"sp.P53582.MAP11_HUMAN","METAP1","P53582"
"11503",11503,"sp.Q9Y679.AUP1_HUMAN","AUP1","Q9Y679"
"11504",11504,"sp.Q8TCA0.LRC20_HUMAN","LRRC20","Q8TCA0"
"11505",11505,"sp.Q86VH5.LRRT3_HUMAN","LRRTM3","Q86VH5"
"11506",11506,"sp.Q6PI78.TMM65_HUMAN","TMEM65","Q6PI78"
"11507",11507,"sp.P22304.IDS_HUMAN","IDS","P22304"
"11508",11508,"sp.O43674.NDUB5_HUMAN","NDUFB5","O43674"
"11509",11509,"sp.Q9Y235.ABEC2_HUMAN","APOBEC2","Q9Y235"
"11510",11510,"sp.Q7Z4G4.TRM11_HUMAN","TRMT11","Q7Z4G4"
"11511",11511,"sp.P53677.AP3M2_HUMAN","AP3M2","P53677"
"11512",11512,"sp.Q9Y2T2.AP3M1_HUMAN","AP3M1","Q9Y2T2"
"11513",11513,"sp.Q7Z403.TMC6_HUMAN","TMC6","Q7Z403"
"11514",11514,"sp.Q2TB18.ASTE1_HUMAN","ASTE1","Q2TB18"
"11515",11515,"sp.P10600.TGFB3_HUMAN","TGFB3","P10600"
"11516",11516,"tr.A8MYS5.A8MYS5_HUMAN","PGAP2","A8MYS5"
"11517",11517,"sp.Q9HCN3.TMM8A_HUMAN","TMEM8A","Q9HCN3"
"11518",11518,"sp.Q6ZMB0.3.B3GN6_HUMAN","B3GNT6","Q6ZMB0-3"
"11519",11519,"sp.Q9H098.2.F107B_HUMAN","FAM107B","Q9H098-2"
"11520",11520,"sp.O95988.TCL1B_HUMAN","TCL1B","O95988"
"11521",11521,"sp.P46781.RS9_HUMAN","RPS9","P46781"
"11522",11522,"sp.O60279.SUSD5_HUMAN","SUSD5","O60279"
"11523",11523,"sp.Q9UI12.VATH_HUMAN","ATP6V1H","Q9UI12"
"11524",11524,"sp.P60602.ROMO1_HUMAN","ROMO1","P60602"
"11525",11525,"sp.Q6UW56.3.ARAID_HUMAN","ATRAID","Q6UW56-3"
"11526",11526,"sp.O43924.PDE6D_HUMAN","PDE6D","O43924"
"11527",11527,"sp.Q96HD9.ACY3_HUMAN","ACY3","Q96HD9"
"11528",11528,"sp.Q9NY15.STAB1_HUMAN","STAB1","Q9NY15"
"11529",11529,"sp.O43529.CHSTA_HUMAN","CHST10","O43529"
"11530",11530,"sp.Q8N4U5.T11L2_HUMAN","TCP11L2","Q8N4U5"
"11531",11531,"sp.P25815.S100P_HUMAN","S100P","P25815"
"11532",11532,"sp.P29034.S10A2_HUMAN","S100A2","P29034"
"11533",11533,"sp.Q8N9V7.TOPZ1_HUMAN","TOPAZ1","Q8N9V7"
"11534",11534,"sp.P36404.ARL2_HUMAN","ARL2","P36404"
"11535",11535,"sp.Q9P2X0.2.DPM3_HUMAN","DPM3","Q9P2X0-2"
"11536",11536,"sp.B1AJZ9.3.FHAD1_HUMAN","FHAD1","B1AJZ9-3"
"11537",11537,"sp.Q8N357.S35F6_HUMAN","SLC35F6","Q8N357"
"11538",11538,"sp.Q5TBB1.RNH2B_HUMAN","RNASEH2B","Q5TBB1"
"11539",11539,"sp.Q96HV5.TM41A_HUMAN","TMEM41A","Q96HV5"
"11540",11540,"sp.Q96IK5.GMCL1_HUMAN","GMCL1","Q96IK5"
"11541",11541,"sp.Q8NEA9.GMCLL_HUMAN","GMCL1P1","Q8NEA9"
"11542",11542,"sp.O15488.GLYG2_HUMAN","GYG2","O15488"
"11543",11543,"sp.Q8NHU3.SMS2_HUMAN","SGMS2","Q8NHU3"
"11544",11544,"sp.Q6NW29.RWDD4_HUMAN","RWDD4","Q6NW29"
"11545",11545,"tr.C9JYJ0.C9JYJ0_HUMAN","RAD51B","C9JYJ0"
"11546",11546,"sp.Q9BVK2.ALG8_HUMAN","ALG8","Q9BVK2"
"11547",11547,"sp.Q9Y5Y2.NUBP2_HUMAN","NUBP2","Q9Y5Y2"
"11548",11548,"sp.Q9H813.2.TM206_HUMAN","TMEM206","Q9H813-2"
"11549",11549,"sp.Q9NQ25.SLAF7_HUMAN","SLAMF7","Q9NQ25"
"11550",11550,"sp.Q02535.ID3_HUMAN","ID3","Q02535"
"11551",11551,"sp.Q9NXR7.BRE_HUMAN","BRE","Q9NXR7"
"11552",11552,"tr.H7C525.H7C525_HUMAN","CCDC58","H7C525"
"11553",11553,"sp.O43169.CYB5B_HUMAN","CYB5B","O43169"
"11554",11554,"sp.P0DJ07.PT100_HUMAN","PET100","P0DJ07"
"11555",11555,"sp.Q15833.STXB2_HUMAN","STXBP2","Q15833"
"11556",11556,"sp.P61764.STXB1_HUMAN","STXBP1","P61764"
"11557",11557,"sp.A4D1U4.LCHN_HUMAN","LCHN","A4D1U4"
"11558",11558,"sp.Q7Z4H3.HDDC2_HUMAN","HDDC2","Q7Z4H3"
"11559",11559,"sp.Q9NWS9.ZN446_HUMAN","ZNF446","Q9NWS9"
"11560",11560,"sp.Q9GZQ3.COMD5_HUMAN","COMMD5","Q9GZQ3"
"11561",11561,"sp.P48723.HSP13_HUMAN","HSPA13","P48723"
"11562",11562,"sp.A5D8V6.VP37C_HUMAN","VPS37C","A5D8V6"
"11563",11563,"sp.P24863.CCNC_HUMAN","CCNC","P24863"
"11564",11564,"sp.Q969J3.L12R1_HUMAN","LOH12CR1","Q969J3"
"11565",11565,"sp.P30085.KCY_HUMAN","CMPK1","P30085"
"11566",11566,"sp.P35998.PRS7_HUMAN","PSMC2","P35998"
"11567",11567,"sp.P43686.PRS6B_HUMAN","PSMC4","P43686"
"11568",11568,"sp.P62191.PRS4_HUMAN","PSMC1","P62191"
"11569",11569,"sp.Q8NB90.SPAT5_HUMAN","SPATA5","Q8NB90"
"11570",11570,"sp.P62195.PRS8_HUMAN","PSMC5","P62195"
"11571",11571,"sp.Q6P1Q0.7.LTMD1_HUMAN","LETMD1","Q6P1Q0-7"
"11572",11572,"sp.Q9Y2Y0.AR2BP_HUMAN","ARL2BP","Q9Y2Y0"
"11573",11573,"sp.P62899.RL31_HUMAN","RPL31","P62899"
"11574",11574,"sp.Q6DKI1.RL7L_HUMAN","RPL7L1","Q6DKI1"
"11575",11575,"sp.P30039.PBLD_HUMAN","PBLD","P30039"
"11576",11576,"tr.E7EVA0.E7EVA0_HUMAN","MAP4","E7EVA0"
"11577",11577,"sp.P27816.4.MAP4_HUMAN","MAP4","P27816-4"
"11578",11578,"sp.P27816.6.MAP4_HUMAN","MAP4","P27816-6"
"11579",11579,"sp.P27816.2.MAP4_HUMAN","MAP4","P27816-2"
"11580",11580,"sp.P27816.3.MAP4_HUMAN","MAP4","P27816-3"
"11581",11581,"sp.O43570.CAH12_HUMAN","CA12","O43570"
"11582",11582,"sp.Q7KZN9.COX15_HUMAN","COX15","Q7KZN9"
