"","RNA_Name","RNA_ID.x","RNA.Pvalue.Gain","RNA.Diff.Gain","RNA.Pvalue.Loss","RNA.Diff.Loss","RNA.Pvalue.GainvLoss","RNA.Diff.GainvLoss","Protein_ID","Protein.Pvalue.Gain","Protein.Diff.Gain","Protein.Pvalue.Loss","Protein.Diff.Loss","Protein.Pvalue.GainvLoss","Protein.Diff.GainvLoss","Three.RNA.Gain","Three.RNA.Loss","Three.Protein.Gain","Three.Protein.Loss","RNA_ID.y","RNA_ID.All","Variance.noAn","Variance.Mean.noAn","Variance.All","St.Dev.noAn","St.Dev.All","Chrm.Num.Arm","RNA_num"
"25","ABCB1","ABCB1..5243.",0.723926438223048,0.0714841003657758,0.570583051899523,-0.139715258714288,0.427509206905544,0.211199359080064,"sp.P08183.MDR1_HUMAN",0.510501787388097,-0.133279373165984,0.75480094690835,-0.0953655454847999,0.903840399630438,-0.0379138276811841,"Buffering","Buffering","Anti-Scaling","Buffering","ABCB1","ABCB1",3.03097728777514,2.63462047156686,2.95202860138262,1.7409702144997,1.71814685093639,"7q","ABCB1"
"27","ABCB4","ABCB4..5244.",0.0146238130854109,0.285551846253597,0.0694399216999412,-0.188598138320265,0.000276281640945212,0.474149984573862,"sp.P21439.MDR3_HUMAN",0.127934931859455,-0.404173331825225,0.15941282886246,-0.253945339589402,0.554312787167764,-0.150227992235823,"Scaling","Buffering","Anti-Scaling","Scaling","ABCB4","ABCB4",0.769379325140944,1.57163247608421,0.858659592052866,0.877142705117556,0.926638868196703,"7q","ABCB4"
"28","ABCB5","ABCB5..340273.",0.780952913279499,0.0360308421302389,0.644919844986784,0.0991457240697104,0.772588161505573,-0.0631148819394715,"sp.Q2M3G0.4.ABCB5_HUMAN",0.750271248718306,0.068681673207818,0.510322038358226,-0.194355548638914,0.436377238047366,0.263037221846732,"Buffering","Buffering","Buffering","Buffering","ABCB5","ABCB5",1.39885641167209,4.4090639272273,1.36093764453617,1.18273260362268,1.16659232148003,"7p","ABCB5"
"33","ABCC3","ABCC3..8714.",0.0555787407096187,0.723782797429102,0.131171701414656,0.55092380778313,0.713870614253223,0.172858989645972,"sp.O15438.4.MRP3_HUMAN",0.269044081888058,0.230906157214617,0.518012630123418,0.116203996416484,0.647285164960914,0.114702160798133,"Scaling","Anti-Scaling","Buffering","Anti-Scaling","ABCC3","ABCC3",6.24799802653878,1.84401644451351,6.20560106600179,2.49959957323944,2.49110438681357,"17q","ABCC3"
"36","ABCC8","ABCC8..6833.",0.970332702941849,0.00387029170046638,0.593835771752888,0.0423347373211903,0.740168241805559,-0.0384644456207239,"sp.Q09428.2.ABCC8_HUMAN",0.526867614603397,0.175391867552001,0.405139651926823,0.209806630872741,0.913714122193086,-0.0344147633207404,"Buffering","Buffering","Buffering","Anti-Scaling","ABCC8","ABCC8",0.42373167541864,1.32610779288994,0.472029975946958,0.65094675313626,0.687044376985183,"11p","ABCC8"
"58","ABI3","ABI3..51225.",0.801157619819346,-0.0294542785991843,0.382225342214943,0.157762200313009,0.352546334353947,-0.187216478912194,"sp.Q9P2A4.ABI3_HUMAN",0.943308503456273,0.0724022916197613,0.293009805167027,0.656866033856885,0.608517070712596,-0.584463742237124,"Buffering","Anti-Scaling","Buffering","Anti-Scaling","ABI3","ABI3",0.728985653763882,2.22266620873423,0.795418257862582,0.853806566948206,0.89186224152757,"17q","ABI3"
"59","ABI3BP","ABI3BP..25890.",0.992593052547616,-0.00174760752829561,0.79705637308277,0.0667024652223347,0.812910388612351,-0.0684500727506303,"tr.D3YTG3.D3YTG3_HUMAN",0.915253733905318,-0.11815665917265,0.405881620417908,0.271542364620171,0.731970971769274,-0.389699023792821,"Buffering","Buffering","Anti-Scaling","Anti-Scaling","ABI3BP","ABI3BP",2.33782868277271,2.21048036396498,2.2382234909269,1.52899597212442,1.49606934696454,"3q","ABI3BP"
"62","ABLIM1","ABLIM1..3983.",0.194414194103321,0.57687513083223,0.00380584917038287,-0.609665733031988,0.0133562751679579,1.18654086386422,"tr.Q5T6N4.Q5T6N4_HUMAN",0.285883164644431,0.327541416098232,0.00626354099389939,-0.380218752956773,0.0304305094581645,0.707760169055005,"Scaling","Scaling","Scaling","Scaling","ABLIM1","ABLIM1",3.39401723034576,0.831919695507693,3.42042997873767,1.84228587096188,1.84944045017342,"10q","ABLIM1"
"63","ABLIM2","ABLIM2..84448.",0.121790271728154,-0.37693057361768,0.817601972880811,0.0236349920382428,0.10074021740605,-0.400565565655923,"sp.Q6H8Q1.9.ABLM2_HUMAN",0.175555688137428,-0.456822575640774,0.127821751074912,0.256922447600409,0.040478104839786,-0.713745023241183,"Anti-Scaling","Buffering","Anti-Scaling","Anti-Scaling","ABLIM2","ABLIM2",1.06648208032122,1.18439226381575,0.955614078691413,1.03270619264204,0.977555153784897,"4p","ABLIM2"
"64","ABLIM3","ABLIM3..22885.",0.046404987222677,0.772698244208263,0.462896643259341,0.166341115820122,0.140402292885836,0.606357128388141,"sp.O94929.3.ABLM3_HUMAN",0.0186720370813498,0.705974087749418,0.731228208665891,0.0669479860682677,0.0504164109469599,0.63902610168115,"Scaling","Anti-Scaling","Scaling","Buffering","ABLIM3","ABLIM3",3.55343108596884,1.55980434799928,3.61670627274126,1.88505466392061,1.90176398975826,"5q","ABLIM3"
