"","RNA_Name","RNA_ID.x","RNA.Pvalue.Gain","RNA.Diff.Gain","RNA.Pvalue.Loss","RNA.Diff.Loss","RNA.Pvalue.GainvLoss","RNA.Diff.GainvLoss","Protein_ID","Protein.Pvalue.Gain","Protein.Diff.Gain","Protein.Pvalue.Loss","Protein.Diff.Loss","Protein.Pvalue.GainvLoss","Protein.Diff.GainvLoss","Three.RNA.Gain","Three.RNA.Loss","Three.Protein.Gain","Three.Protein.Loss","RNA_ID.y","RNA_ID.All","Variance.noAn","Variance.Mean.noAn","Variance.All","St.Dev.noAn","St.Dev.All","Chrm.Num.Arm","RNA_num"
"2718","FAM169A","FAM169A..26049.",0.80552494810921,0.0541956873747813,0.000234573705028554,-0.452749218653052,0.0289608018384719,0.506944906027833,"sp.Q9Y6X4.F169A_HUMAN",0.764010184944986,-0.070968590365379,0.00419870078840469,-0.453136838506676,0.134285516832351,0.382168248141297,"Buffering","Scaling","Buffering","Scaling","FAM169A","FAM169A",1.40322389221026,0.745639045985221,1.30374276636517,1.18457751633663,1.14181555706917,"5q","FAM169A"
"2719","FAM171A1","FAM171A1..221061.",0.151103046765722,0.560809309483473,0.00225841401836937,-0.601130071129001,0.00467960150201027,1.16193938061247,"sp.Q5VUB5.F1711_HUMAN",0.0413036082795257,1.01196902228623,0.940757769750258,0.0157908371195392,0.0396640545940783,0.996178185166686,"Scaling","Scaling","Scaling","Buffering","FAM171A1","FAM171A1",3.37114731315449,1.08610338756271,3.36079258177612,1.83606843912597,1.83324645963823,"10p","FAM171A1"
"2720","FAM171A2","FAM171A2..284069.",0.239615900008454,0.196451792678148,0.117292496382579,-0.240368687142394,0.0336880715872998,0.436820479820543,"sp.A8MVW0.F1712_HUMAN",0.605638947401582,0.106884136814349,0.968809924108733,0.00806711037254905,0.698013420358473,0.0988170264418001,"Buffering","Buffering","Buffering","Buffering","FAM171A2","FAM171A2",1.2099683246742,0.734158828292854,1.20599524929964,1.09998560203041,1.09817815007386,"17q","FAM171A2"
"2725","FAM174B","FAM174B..400451.",0.032735035394535,0.877853990597113,0.361499947295055,0.170287941377648,0.0923104292165219,0.707566049219465,"sp.Q3ZCQ3.F174B_HUMAN",0.523087418787754,-0.735513487645912,0.529358080793828,0.257470822981526,0.406836634477692,-0.992984310627438,"Scaling","Anti-Scaling","Anti-Scaling","Anti-Scaling","FAM174B","FAM174B",2.28284414947819,0.997794576809824,2.48627408778521,1.51090838553441,1.57679234136433,"15q","FAM174B"
"2740","FAM221A","FAM221A..340277.",0.000203754504774974,0.607532392231874,0.954350852220616,0.0116037212816025,0.00615896345569255,0.595928670950272,"sp.A4D161.F221A_HUMAN",0.0636896214939506,0.488553495800725,0.392303832980199,-0.434412178784099,0.0693131496342724,0.922965674584824,"Scaling","Buffering","Scaling","Scaling","FAM221A","FAM221A",2.00070356737856,1.05038056245455,2.09782977097134,1.41446228913272,1.44838868090417,"7p","FAM221A"
"2745","FAM49A","FAM49A..81553.",0.408022487345288,-0.166121792641904,0.0007853250670121,-0.491189021917381,0.136382928958726,0.325067229275476,"sp.Q9H0Q0.FA49A_HUMAN",0.46926933627079,-0.235717082042157,0.00241491787746241,-0.637912078081207,0.229739010971199,0.40219499603905,"Anti-Scaling","Scaling","Anti-Scaling","Scaling","FAM49A","FAM49A",1.79625378498052,1.57579933644567,1.66770568484056,1.34024392741788,1.29139679604704,"2p","FAM49A"
"2747","FAM50B","FAM50B..26240.",0.0305707858194456,0.575691022506142,0.11593632796544,-0.34579686047785,0.00352208801511312,0.921487882983992,"sp.Q9Y247.FA50B_HUMAN",0.133132818170259,0.423967323414368,0.379811542434071,-0.196602660288316,0.0422668289736891,0.620569983702684,"Scaling","Scaling","Scaling","Buffering","FAM50B","FAM50B",2.56472154520849,1.14978515194554,2.65470333078652,1.60147480317628,1.62932603575421,"6p","FAM50B"
"2753","FAM83B","FAM83B..222584.",0.265716270633457,-0.223690625356833,0.763964670322124,0.0558048218604914,0.260035650412054,-0.279495447217325,"sp.Q5T0W9.FA83B_HUMAN",0.574021274470041,-0.154833929811921,0.87090561558841,0.0380153045699053,0.560112642329505,-0.192849234381827,"Anti-Scaling","Buffering","Anti-Scaling","Buffering","FAM83B","FAM83B",1.64806197056122,1.49179978738239,1.67980684987869,1.28376865928454,1.29607362826295,"6p","FAM83B"
"2755","FAM83E","FAM83E..54854.",0.941875072382763,0.0154819417309362,0.54264957222287,0.120360706187556,0.678853710569714,-0.10487876445662,"sp.Q2M2I3.FA83E_HUMAN",0.645730070540874,-0.095909588838456,0.0805326053612336,0.427181738885098,0.0849332061392477,-0.523091327723554,"Buffering","Anti-Scaling","Buffering","Anti-Scaling","FAM83E","FAM83E",2.17520868354404,2.11710889780514,2.3440343730198,1.47485886902579,1.53102396226179,"19q","FAM83E"
"2756","FAM83F","FAM83F..113828.",0.148577407820425,-0.363985085876452,0.664279307085552,0.0556803598719329,0.103081853714364,-0.419665445748384,"sp.Q8NEG4.FA83F_HUMAN",0.4628952372412,-0.398641507789083,0.899571349366284,-0.0288557151137753,0.496083984654009,-0.369785792675307,"Anti-Scaling","Buffering","Anti-Scaling","Buffering","FAM83F","FAM83F",1.46683621802513,1.72211589098254,1.38880642059421,1.21113014082927,1.17847631312395,"22q","FAM83F"
"2758","FAM83H","FAM83H..286077.",0.035984885366088,0.456806847895944,0.225213839224859,-0.375504037224335,0.0130307522083311,0.83231088512028,"sp.Q6ZRV2.FA83H_HUMAN",0.151429190654272,0.208455785823832,0.628365188202887,-0.0923380662982594,0.147804546770127,0.300793852122092,"Scaling","Scaling","Buffering","Buffering","FAM83H","FAM83H",3.52978718418523,0.991157306993056,3.53769843222878,1.87877278673746,1.88087703804071,"8q","FAM83H"
"2759","FAM84A","FAM84A..151354.",0.181836734557317,0.38977659141665,0.328713097232072,-0.224835804225478,0.0717089585486134,0.614612395642128,"sp.Q96KN4.FA84A_HUMAN",0.0261589236992849,-0.815125555835949,0.795071975244039,0.154521672295848,0.143457809725931,-0.969647228131796,"Scaling","Buffering","Anti-Scaling","Anti-Scaling","FAM84A","FAM84A",2.99854195780653,2.41429499814776,2.95421175762386,1.73162985588911,1.71878205646436,"2p","FAM84A"
"2760","FAM84A","FAM84A..151354.",0.181836734557317,0.38977659141665,0.328713097232072,-0.224835804225478,0.0717089585486134,0.614612395642128,"sp.Q96KN4.2.FA84A_HUMAN",0.0832745612503108,0.374116000410725,0.165114677413106,-0.167085971825756,0.0200566721037644,0.541201972236481,"Scaling","Buffering","Scaling","Buffering","FAM84A","FAM84A",2.99854195780653,2.41429499814776,2.95421175762386,1.73162985588911,1.71878205646436,"2p","FAM84A"
"2761","FAM84B","FAM84B..157638.",0.0047472867037067,0.741939537878839,0.781472514807965,-0.105183144927631,0.036672639081174,0.84712268280647,"sp.Q96KN1.FA84B_HUMAN",0.021761003550971,0.370918658260805,0.590942841743292,-0.115094067896852,0.0310926273257597,0.486012726157657,"Scaling","Buffering","Scaling","Buffering","FAM84B","FAM84B",5.43393270125815,1.37182763508734,5.24404370872541,2.3310797286361,2.28998770929571,"8q","FAM84B"
"2762","FAM89A","FAM89A..375061.",0.600286273162328,0.0997379227240822,0.0554290203396224,-0.49090481709929,0.0441457737303324,0.590642739823373,"sp.Q96GI7.FA89A_HUMAN",0.543293453614561,0.120546159711602,0.892539563110255,-0.0244466747794469,0.540763954005158,0.144992834491049,"Buffering","Scaling","Buffering","Buffering","FAM89A","FAM89A",1.83336529980876,0.649315446888033,2.03196760271382,1.35401820512457,1.42547101082899,"1q","FAM89A"
"2775","FAP","FAP..2191.",0.375080778998439,0.273755985470465,0.215530658656929,-0.246708410459468,0.121242755010686,0.520464395929934,"sp.Q12884.SEPR_HUMAN",0.283794925895967,0.396190271594586,0.76819705541893,-0.0704134833999124,0.25957031055648,0.466603754994499,"Scaling","Buffering","Scaling","Buffering","FAP","FAP",3.08693902877372,2.77616573426631,2.88733295992537,1.7569687045516,1.69921539538852,"2q","FAP"
"2777","FAR2","FAR2..55711.",0.495407685672892,0.148572055254327,0.992650334151841,-0.00189068692946437,0.566933601590231,0.150462742183791,"sp.Q96K12.FACR2_HUMAN",0.159734587652642,0.528530099418226,0.722195948699225,0.126461423911553,0.382327000841446,0.402068675506673,"Buffering","Buffering","Scaling","Anti-Scaling","FAR2","FAR2",2.23482604576069,1.01797853781503,2.34159160814074,1.49493345863978,1.53022599904091,"12p","FAR2"
"2778","FARP1","FARP1..10160.",0.797480688803645,0.089425855798853,0.836726423541403,0.0346926827907796,0.873602051352432,0.0547331730080733,"sp.Q9Y4F1.FARP1_HUMAN",0.967273606607619,0.00916325191700777,0.126937776089379,-0.184438386974328,0.381583924808415,0.193601638891336,"Buffering","Buffering","Buffering","Buffering","FARP1","FARP1",2.8842428491459,0.762338142621979,2.5470508353993,1.69830587620308,1.59594825586524,"13q","FARP1"
"2784","FAS","FAS..355.",0.765208667248361,0.122086486183332,4.60978650268155e-06,-0.715135067453844,0.0516898852984341,0.837221553637176,"sp.P25445.TNR6_HUMAN",0.844775046205253,0.071400676882674,2.41606382810533e-05,-0.614942639111863,0.072791018409456,0.686343315994537,"Buffering","Scaling","Buffering","Scaling","FAS","FAS",2.28932837337934,0.724424446730316,2.20652176343558,1.51305266708708,1.48543655651649,"10q","FAS"
"2791","FAT1","FAT1..2195.",0.500038061908896,-0.528518715801582,0.858513954379992,0.0393417573755714,0.465101573523171,-0.567860473177154,"sp.Q14517.FAT1_HUMAN",0.2810502529159,-0.31652642158322,0.522312599717255,-0.0774917650165409,0.405658202629415,-0.239034656566679,"Anti-Scaling","Buffering","Anti-Scaling","Buffering","FAT1","FAT1",5.86291828376831,1.07976231451899,4.53328741601352,2.42134637831276,2.12915180670931,"4q","FAT1"
"2792","FAT2","FAT2..2196.",0.053344167227953,-0.326456746566376,0.256549033221002,0.228389939582392,0.014600463534291,-0.554846686148768,"sp.Q9NYQ8.FAT2_HUMAN",0.0513911814930832,-0.401793464931104,0.416951880682817,0.171101483301776,0.025338461996451,-0.572894948232879,"Anti-Scaling","Anti-Scaling","Anti-Scaling","Anti-Scaling","FAT2","FAT2",2.17639120113095,2.93247713658212,2.11228940903778,1.47525970633341,1.45337173807591,"5q","FAT2"
"2793","FAT3","FAT3..120114.",0.0888458754650197,-0.193265446073993,0.8155118691247,-0.0248123202256827,0.184542855725593,-0.168453125848311,"sp.Q8TDW7.FAT3_HUMAN",0.712382538226076,-0.0455939588642249,0.823534859404434,0.0167212016953073,0.624420836275082,-0.0623151605595322,"Anti-Scaling","Buffering","Buffering","Buffering","FAT3","FAT3",0.87714166574786,1.76876023079509,0.773054262251371,0.936558415555517,0.879235043803061,"11q","FAT3"
"2796","FBLIM1","FBLIM1..54751.",0.994680425097997,-0.00269394688144819,0.109191071428486,0.394989929843944,0.360263969556553,-0.397683876725392,"sp.Q8WUP2.FBLI1_HUMAN",0.52716683771319,-0.165957360300791,0.0811183589446472,0.283549327859843,0.108744388815293,-0.449506688160634,"Buffering","Anti-Scaling","Anti-Scaling","Anti-Scaling","FBLIM1","FBLIM1",4.45770180325021,1.37884301340425,4.28132760754455,2.11132702423149,2.06913692334378,"1p","FBLIM1"
"2797","FBLL1","FBLL1..345630.",0.245322976921873,0.188246492258293,0.608080882887853,-0.048055066949944,0.171986595817641,0.236301559208237,"sp.A6NHQ2.FBLL1_HUMAN",0.537163612325359,0.0569168086207318,0.983113790055451,0.00125419025736091,0.578208959974501,0.0556626183633709,"Buffering","Buffering","Buffering","Buffering","FBLL1","FBLL1",0.629042447883652,1.31514333233447,0.626219778123474,0.793121962804998,0.791340494429214,"5q","FBLL1"
"2798","FBLN1","FBLN1..2192.",0.285072394501536,0.597150845242072,0.536559425907307,-0.169350711673719,0.174254848017978,0.766501556915791,"sp.P23142.FBLN1_HUMAN",0.136210122566913,0.478036548506817,0.0649423181199213,-0.252411693513712,0.0278310131028768,0.730448242020528,"Scaling","Buffering","Scaling","Scaling","FBLN1","FBLN1",7.53067661980946,2.04531345647954,6.57210860792936,2.74420783101598,2.56361241374927,"22q","FBLN1"
"2799","FBN1","FBN1..2200.",0.990086365809713,-0.00614696778233492,0.620916254825821,-0.120242377388941,0.823690855221175,0.114095409606606,"sp.P35555.FBN1_HUMAN",0.585936751490125,0.276890478567624,0.960065141734127,0.0119755771608722,0.622016406176259,0.264914901406752,"Buffering","Buffering","Scaling","Buffering","FBN1","FBN1",4.94281610712235,1.99001331863547,4.67338898379134,2.22324450007694,2.16180225362806,"15q","FBN1"
"2800","FBN2","FBN2..2201.",0.0427132371066819,-0.53210894576609,0.204019819602497,-0.283392698384514,0.393531949522574,-0.248716247381576,"sp.P35556.FBN2_HUMAN",0.840257579680768,-0.0576519275764912,0.679005051161695,-0.0887176179761548,0.923604216915771,0.0310656903996635,"Anti-Scaling","Scaling","Buffering","Buffering","FBN2","FBN2",3.85757911676603,2.48848351898748,3.45428668489921,1.96407207524725,1.85857114066134,"5q","FBN2"
"2801","FBP1","FBP1..2203.",0.292189973248226,0.342664971583836,0.708015733601391,0.0864520059216087,0.473253923865544,0.256212965662227,"sp.P09467.F16P1_HUMAN",0.235467705908525,0.428433677231611,0.576364695203067,0.130893404698927,0.433220263941607,0.297540272532685,"Scaling","Buffering","Scaling","Anti-Scaling","FBP1","FBP1",3.3758761029407,2.76223117484103,3.57243342985669,1.83735573663368,1.89008820689847,"9q","FBP1"
"2813","FBXO17","FBXO17..115290.",0.0565254408893179,0.597279167788193,0.35817481906557,0.244167534862508,0.317302416149715,0.353111632925685,"sp.Q96EF6.FBX17_HUMAN",0.137556322347599,0.425578978410522,0.549969077588963,0.16291314313599,0.474133833090236,0.262665835274532,"Scaling","Anti-Scaling","Scaling","Anti-Scaling","FBXO17","FBXO17",4.6294854810843,1.5854651828165,4.57254102245869,2.151623917204,2.13835007013788,"19q","FBXO17"
"2814","FBXO2","FBXO2..26232.",0.82582587315799,0.0910243849327834,0.0725276368198668,0.425875463692526,0.446946401476412,-0.334851078759742,"sp.Q9UK22.FBX2_HUMAN",0.808006343797703,-0.0696943524598643,0.319927025909897,0.195926755362177,0.397103922838629,-0.265621107822042,"Buffering","Anti-Scaling","Buffering","Anti-Scaling","FBXO2","FBXO2",4.18522283067847,1.98796937751961,4.03615512871134,2.04578171628316,2.00901844907192,"1p","FBXO2"
"2827","FBXO6","FBXO6..26270.",0.728294722866454,-0.0947557933105054,0.734742777904236,0.0467405721610383,0.619871840180803,-0.141496365471544,"sp.Q9NRD1.FBX6_HUMAN",0.586573274995635,-0.217551884429193,0.139403061581187,-0.339848668259679,0.775038597549594,0.122296783830486,"Buffering","Buffering","Anti-Scaling","Scaling","FBXO6","FBXO6",1.49740619562281,0.647514034815621,1.4465723902999,1.22368549702234,1.20273537833553,"1p","FBXO6"
"2835","FCGBP","FCGBP..8857.",0.604854864892319,0.0744350337784059,0.689090212861701,0.0652976005422506,0.961977558324555,0.00913743323615523,"sp.Q9Y6R7.FCGBP_HUMAN",0.00441128975868113,-0.872721339806937,0.719691912339067,-0.151708987317783,0.0674485022342946,-0.721012352489154,"Buffering","Buffering","Anti-Scaling","Buffering","FCGBP","FCGBP",1.14701767826117,1.55462016722531,1.28059663477659,1.0709891121114,1.13163449698946,"19q","FCGBP"
"2836","FCGRT","FCGRT..2217.",0.0610544577551566,0.555861741580769,0.0714320602166077,-0.431061710230402,0.00225863601167137,0.986923451811172,"sp.P55899.FCGRN_HUMAN",0.0508093482845523,0.411405169049573,0.627980523061647,-0.109588378928208,0.0409910219210202,0.52099354797778,"Scaling","Scaling","Scaling","Buffering","FCGRT","FCGRT",4.68237702764548,1.33075141643589,4.25263098981728,2.16388008624449,2.06219082284285,"19q","FCGRT"
"2837","FCHO1","FCHO1..23149.",0.201066104134426,0.61557636547936,0.00843380542868949,-0.421510343631135,0.0376076347914585,1.0370867091105,"sp.O14526.FCHO1_HUMAN",0.183728887758522,0.61738464027145,0.00495120782301504,-0.554607830353004,0.0175993821239538,1.17199247062445,"Scaling","Scaling","Scaling","Scaling","FCHO1","FCHO1",2.49546667842504,1.06316019493997,2.41191830922123,1.57970461746019,1.55303519252502,"19p","FCHO1"
"2841","FCRLA","FCRLA..84824.",0.782550503241648,-0.0610129784393221,0.0146265797482195,-0.484863248287275,0.0744226045560119,0.423850269847953,"sp.Q7L513.9.FCRLA_HUMAN",0.58442057863719,-0.134726938391173,0.146420442774556,-0.391795835203935,0.38162540478764,0.257068896812762,"Buffering","Scaling","Anti-Scaling","Scaling","FCRLA","FCRLA",3.76058358793505,3.95972263138723,3.23913780831487,1.93922241837677,1.79976048637447,"1q","FCRLA"
"2850","FERMT1","FERMT1..55612.",0.00173185957458291,0.748292625048161,0.511654368901858,0.147395735880389,0.0205559117387588,0.600896889167772,"sp.Q9BQL6.FERM1_HUMAN",0.0183155151269253,0.423194441283106,0.716472578557365,-0.0613520174644832,0.0166730467876119,0.48454645874759,"Scaling","Anti-Scaling","Scaling","Buffering","FERMT1","FERMT1",3.62710437683962,1.4148952599227,3.42352128437605,1.90449583271784,1.8502760022159,"20p","FERMT1"
"2851","FERMT2","FERMT2..10979.",0.108524643773548,0.483157270321714,0.801676475139922,-0.0551784239103412,0.0952155716812357,0.538335694232055,"sp.Q96AC1.3.FERM2_HUMAN",0.186728597745997,0.249504936911707,0.800788049143383,0.0339172080992691,0.287659830313514,0.215587728812438,"Scaling","Buffering","Buffering","Buffering","FERMT2","FERMT2",3.89763038897443,1.03529289106817,3.58168049350289,1.97424172506166,1.89253282494727,"14q","FERMT2"
"2852","FERMT3","FERMT3..83706.",0.59643743484461,0.178945988394812,0.477129513358393,-0.166110584275203,0.336775382472535,0.345056572670015,"sp.Q86UX7.URP2_HUMAN",0.260991926197534,0.243954970513652,0.495148431983462,-0.105136828245269,0.127720380230721,0.349091798758921,"Buffering","Buffering","Buffering","Buffering","FERMT3","FERMT3",4.37198518425532,2.02466502712184,4.1993391162782,2.09092926333134,2.04922890773047,"11q","FERMT3"
"2854","FGD3","FGD3..89846.",0.48646895227012,-0.171519784399196,0.603898364894108,-0.0938889217852932,0.77238583838715,-0.0776308626139026,"sp.Q5JSP0.FGD3_HUMAN",0.570353449233851,-0.198726452646357,0.732373641285369,-0.0665642176201074,0.71409713689507,-0.132162235026249,"Anti-Scaling","Buffering","Anti-Scaling","Buffering","FGD3","FGD3",2.32494689838408,1.48520289562227,2.28735877648168,1.52477765539245,1.51240165844979,"9q","FGD3"
